Map,Pokemon,Terrain
Union Cave B1F,Makuhita,Land
Union Cave B1F,Onix,Land
Union Cave B1F,Sandshrew,Land
Union Cave B1F,Woobat,Land
Union Cave B1F,Zubat,Land
Union Cave B1F,Goldeen,Water
Union Cave B1F,Tympole,Water
Union Cave B2F,Makuhita,Land
Union Cave B2F,Goldeen,Water
Union Cave B2F,Lapras,Water
Union Cave B2F,Quagsire,Water
Union Cave B2F,Wooper,Water
Union Cave B2F,Marill,Water
Union Cave B2F,Bronzor,Land
Union Cave B2F,Azumarill,Land
Union Cave B2F,Onix,Land
Union Cave B2F,Roggenrola,Land
Union Cave B2F,Sandshrew,Land
Union Cave B2F,Zubat,Land
Union Cave B2F,Magikarp,Water
Union Cave B2F,Marill,Land
Violet City,Poliwag,Water
Violet City,Magikarp,Water
Violet City,Poliwhirl,Water
Whirl Islands 1F,Dewgong,Land
Whirl Islands 1F,Golbat,Land
Whirl Islands 1F,Krabby,Land
Whirl Islands 1F,Seel,Land
Whirl Islands 1F,Zubat,Land
Whirl Islands 1F,Kingler,Land
Whirl Islands 1F,Horsea,Water
Whirl Islands 1F,Krabby,Water
Whirl Islands 1F,Seadra,Water
Whirl Islands 1F,Tentacool,Water
Whirl Islands 1F,Tentacruel,Water
Whirl Islands 1F Northeast,Slowbro,Water
Whirl Islands 1F Northeast,Zubat,Land
Whirl Islands 1F Northeast,Marill,Land
Whirl Islands 1F Northeast,Krabby,Land
Whirl Islands 1F Northeast,Golbat,Land
Whirl Islands 1F Northeast,Bronzor,Land
Whirl Islands 1F Northeast,Kingler,Water
Whirl Islands 1F Northeast,Slowpoke,Water
Whirl Islands 1F Northeast,Krabby,Water
Whirl Islands 1F Northeast,Seadra,Water
Whirl Islands 1F Northeast,Marill,Water
Whirl Islands 1F Northwest,Golbat,Land
Whirl Islands 1F Northwest,Bronzor,Land
Whirl Islands 1F Northwest,Krabby,Land
Whirl Islands 1F Northwest,Marill,Land
Whirl Islands 1F Northwest,Zubat,Land
Whirl Islands 1F Southeast,Seadra,Water
Whirl Islands 1F Southeast,Horsea,Water
Whirl Islands 1F Southeast,Kingler,Water
Whirl Islands 1F Southeast,Slowpoke,Water
Whirl Islands 1F Southeast,Marill,Water
Whirl Islands 1F Southeast,Krabby,Water
Whirl Islands 1F Southeast,Bronzor,Land
Whirl Islands 1F Southeast,Golbat,Land
Whirl Islands 1F Southeast,Krabby,Land
Whirl Islands 1F Southeast,Marill,Land
Whirl Islands 1F Southeast,Zubat,Land
Whirl Islands 1F Southwest,Golbat,Land
Whirl Islands 1F Southwest,Marill,Water
Whirl Islands 1F Southwest,Krabby,Water
Whirl Islands 1F Southwest,Kingler,Water
Whirl Islands 1F Southwest,Horsea,Water
Whirl Islands 1F Southwest,Seadra,Water
Whirl Islands 1F Southwest,Bronzor,Land
Whirl Islands 1F Southwest,Krabby,Land
Whirl Islands 1F Southwest,Slowpoke,Water
Whirl Islands 1F Southwest,Zubat,Land
Whirl Islands 1F Southwest,Marill,Land
Whirl Islands B1F,Bronzor,Land
Whirl Islands B1F,Chingling,Land
Whirl Islands B1F,Clefairy,Land
Whirl Islands B1F,Crobat,Land
Whirl Islands B1F,Gligar,Land
Whirl Islands B1F,Marill,Land
Whirl Islands B1F,Zubat,Land
Whirl Islands B2F,Slowking,Water
Whirl Islands B2F,Krabby,Water
Whirl Islands B2F,Seadra,Water
Whirl Islands B2F,Shellder,Water
Whirl Islands B2F,Slowbro,Water
Whirl Islands B2F,Slowpoke,Land
Whirl Islands B2F,Slowpoke,Water
Whirl Islands B2F,Zubat,Land
Whirl Islands B2F,Crobat,Land
Whirl Islands B2F,Kingler,Land
Whirl Islands B2F,Slowking,Land
Whirl Islands B2F,Horsea,Water
Whirl Islands B2F,Staryu,Water
