Map,Pokemon,Terrain
Route 221,Bibarel,Land
Route 221,Budew,Land
Route 221,Glameow,Land
Route 221,Stunky,Land
Route 221,Bonsly,Land
Route 221,Psyduck,Water
Route 221,Wailmer,Water
Route 221,Corphish,Water
Route 221,Staravia,Water
Route 221,Bibarel,Water
Route 221,Finneon,Water
Route 221,Mantyke,Water

Route 222,Magnemite,Land
Route 222,Magneton,Land
Route 222,Electabuzz,Land
Route 222,Bibarel,Land
Route 222,Luxio,Land
Route 222,Glameow,Land
Route 222,Purugly,Land
Route 222,Blitzle,Land
Route 222,Pincurchin,Water
Route 222,Mantine,Water
Route 222,Staravia,Water
Route 222,Bidoof,Water
Route 222,Bibarel,Water
Route 222,Floatzel,Water
Route 222,Mantyke,Water
Route 222,Tynamo,Water

Route 223,Clobbopus,Water
Route 223,Grapploct,Water
Route 223,Binacle,Water
Route 223,Tentacool,Water
Route 223,Tentacruel,Water
Route 223,Staravia,Water
Route 223,Floatzel,Water
Route 223,Mantyke,Water

Route 224,Ursaring,Land
Route 224,Staravia,Land
Route 224,Cherubi,Land
Route 224,Lopunny,Land
Route 224,Yanmega,Land
Route 224,Hawlucha,Land
Route 224,Ponyta-Galarian,Land
Route 224,Grapploct,Water
Route 224,Golduck,Water
Route 224,Tentacruel,Water
Route 224,Bibarel,Water
Route 224,Floatzel,Water
Route 224,Mantyke,Water
Route 224,Arrokuda,Water
Route 224,Gastrodon-East,Water

Route 225,Tangela,Land
Route 225,Murkrow,Land
Route 225,Staravia,Land
Route 225,Bidoof,Land
Route 225,Budew,Land
Route 225,Wormadam,Land
Route 225,Fletchling,Land
Route 225,Farfetchd-Galarian,Land
Route 225,Drednaw,Water
Route 225,Golduck,Water
Route 225,Swablu,Water
Route 225,Staravia,Water
Route 225,Bibarel,Water
Route 225,Finneon,Water
Route 225,Lumineon,Water
Route 225,Gastrodon-East,Water

Route 226,Rhyhorn,Land
Route 226,Tangela,Land
Route 226,Yanma,Land
Route 226,Gligar,Land
Route 226,Skarmory,Land
Route 226,Donphan,Land
Route 226,Bibarel,Land
Route 226,Cherubi,Land
Route 226,Golduck,Water
Route 226,Sharpedo,Water
Route 226,Staravia,Water
Route 226,Buizel,Water
Route 226,Floatzel,Water
Route 226,Mantyke,Water
Route 226,Arrokuda,Water

Route 227,Tangela,Land
Route 227,Yanma,Land
Route 227,Misdreavus,Land
Route 227,Bidoof,Land
Route 227,Kricketune,Land
Route 227,Bronzor,Land
Route 227,Rufflet,Land
Route 227,Vullaby,Land
Route 227,Golduck,Water
Route 227,Yanma,Water
Route 227,Staravia,Water
Route 227,Bibarel,Water
Route 227,Buizel,Water
Route 227,Lumineon,Water
Route 227,Tympole,Water
Route 227,Shellos,Water

Route 228,Magnemite,Land
Route 228,Magneton,Land
Route 228,Rhyhorn,Land
Route 228,Trapinch,Land
Route 228,Bronzor,Land
Route 228,Bronzong,Land
Route 228,Hippopotas,Land
Route 228,Rhyperior,Land
Route 228,Drilbur,Land
Route 228,Wormadam-Sandy,Land

Route 229,Scyther,Land
Route 229,Yanma,Land
Route 229,Starly,Land
Route 229,Bibarel,Land
Route 229,Budew,Land
Route 229,Buizel,Land
Route 229,Pansage,Land
Route 229,Durant,Land
Route 229,Yanma,Water
Route 229,Feebas,Water
Route 229,Staravia,Water
Route 229,Bidoof,Water
Route 229,Bibarel,Water
Route 229,Finneon,Water
Route 229,Panpour,Water
Route 229,Shellos,Water

Route 230,Togepi,Land
Route 230,Roselia,Land
Route 230,Bibarel,Land
Route 230,Buizel,Land
Route 230,Floatzel,Land
Route 230,Cherubi,Land
Route 230,Cherrim,Land
Route 230,Helioptile,Land
Route 230,Golduck,Water
Route 230,Tentacruel,Water
Route 230,Wailmer,Water
Route 230,Wailord,Water
Route 230,Bibarel,Water
Route 230,Mantyke,Water
Route 230,Gastrodon-East,Water

Sendoff Spring,Golduck,Land
Sendoff Spring,Yanma,Land
Sendoff Spring,Staravia,Land
Sendoff Spring,Bibarel,Land
Sendoff Spring,Chingling,Land
Sendoff Spring,Bronzong,Land
Sendoff Spring,Gible,Land
Sendoff Spring,Golduck,Water
Sendoff Spring,Magikarp,Water
Sendoff Spring,Yanma,Water
Sendoff Spring,Misdreavus,Water
Sendoff Spring,Bibarel,Water
Sendoff Spring,Floatzel,Water
Sendoff Spring,Dreepy,Water

Sinnoh Safari Area Zone 1,Tangela,Land
Sinnoh Safari Area Zone 1,Scyther,Land
Sinnoh Safari Area Zone 1,Yanma,Land
Sinnoh Safari Area Zone 1,Turtwig,Land
Sinnoh Safari Area Zone 1,Starly,Land
Sinnoh Safari Area Zone 1,Bibarel,Land
Sinnoh Safari Area Zone 1,Budew,Land
Sinnoh Safari Area Zone 1,Buizel,Land

Sinnoh Safari Area Zone 2,Tangela,Land
Sinnoh Safari Area Zone 2,Starly,Land
Sinnoh Safari Area Zone 2,Kricketune,Land
Sinnoh Safari Area Zone 2,Budew,Land
Sinnoh Safari Area Zone 2,Burmy,Land
Sinnoh Safari Area Zone 2,Cherrim,Land
Sinnoh Safari Area Zone 2,Hippopotas,Land
Sinnoh Safari Area Zone 2,Carnivine,Land
Sinnoh Safari Area Zone 2,Ferroseed,Land
Sinnoh Safari Area Zone 2,Psyduck,Water
Sinnoh Safari Area Zone 2,Golduck,Water
Sinnoh Safari Area Zone 2,Yanma,Water
Sinnoh Safari Area Zone 2,Feebas,Water
Sinnoh Safari Area Zone 2,Bibarel,Water
Sinnoh Safari Area Zone 2,Lumineon,Water
Sinnoh Safari Area Zone 2,Mantyke,Water
Sinnoh Safari Area Zone 2,Shellos,Water

Sinnoh Safari Area Zone 3,Tangela,Land
Sinnoh Safari Area Zone 3,Seviper,Land
Sinnoh Safari Area Zone 3,Starly,Land
Sinnoh Safari Area Zone 3,Budew,Land
Sinnoh Safari Area Zone 3,Cherrim,Land
Sinnoh Safari Area Zone 3,Skorupi,Land
Sinnoh Safari Area Zone 3,Croagunk,Land
Sinnoh Safari Area Zone 3,Carnivine,Land

Sinnoh Safari Area Zone 4,Psyduck,Land
Sinnoh Safari Area Zone 4,Tangela,Land
Sinnoh Safari Area Zone 4,Marill,Land
Sinnoh Safari Area Zone 4,Starly,Land
Sinnoh Safari Area Zone 4,Kricketune,Land
Sinnoh Safari Area Zone 4,Happiny,Land
Sinnoh Safari Area Zone 4,Foongus,Land
Sinnoh Safari Area Zone 4,Psyduck,Water
Sinnoh Safari Area Zone 4,Slowking,Water
Sinnoh Safari Area Zone 4,Piplup,Water
Sinnoh Safari Area Zone 4,Bidoof,Water
Sinnoh Safari Area Zone 4,Bibarel,Water
Sinnoh Safari Area Zone 4,Buizel,Water
Sinnoh Safari Area Zone 4,Finneon,Water
Sinnoh Safari Area Zone 4,Clauncher,Water

Sinnoh Safari Area Zone 5,Psyduck,Land
Sinnoh Safari Area Zone 5,Chimchar,Land
Sinnoh Safari Area Zone 5,Staravia,Land
Sinnoh Safari Area Zone 5,Bibarel,Land
Sinnoh Safari Area Zone 5,Budew,Land
Sinnoh Safari Area Zone 5,Stunky,Land
Sinnoh Safari Area Zone 5,Yanmega,Land
Sinnoh Safari Area Zone 5,Venipede,Land

Sinnoh Safari Area Zone 6,Kadabra,Land
Sinnoh Safari Area Zone 6,Gastly,Land
Sinnoh Safari Area Zone 6,Tangela,Land
Sinnoh Safari Area Zone 6,Eevee,Land
Sinnoh Safari Area Zone 6,Togepi,Land
Sinnoh Safari Area Zone 6,Buizel,Land
Sinnoh Safari Area Zone 6,Cherrim,Land
Sinnoh Safari Area Zone 6,Carnivine,Land
Sinnoh Safari Area Zone 6,Gastly,Water
Sinnoh Safari Area Zone 6,Yanma,Water
Sinnoh Safari Area Zone 6,Misdreavus,Water
Sinnoh Safari Area Zone 6,Staravia,Water
Sinnoh Safari Area Zone 6,Bibarel,Water
Sinnoh Safari Area Zone 6,Buizel,Water
Sinnoh Safari Area Zone 6,Drifloon,Water
Sinnoh Safari Area Zone 6,Skrelp,Water

Sinnoh Victory Road 1F,Falinks,Land
Sinnoh Victory Road 1F,Zubat,Land
Sinnoh Victory Road 1F,Magneton,Land
Sinnoh Victory Road 1F,Ursaring,Land
Sinnoh Victory Road 1F,Floatzel,Land
Sinnoh Victory Road 1F,Chingling,Land
Sinnoh Victory Road 1F,Bronzong,Land
Sinnoh Victory Road 1F,Toxicroak,Land
Sinnoh Victory Road 1F,Probopass,Land

Sinnoh Victory Road 2F,Graveler,Land
Sinnoh Victory Road 2F,Magneton,Land
Sinnoh Victory Road 2F,Bronzor,Land
Sinnoh Victory Road 2F,Bronzong,Land
Sinnoh Victory Road 2F,Drapion,Land
Sinnoh Victory Road 2F,Lickilicky,Land
Sinnoh Victory Road 2F,Probopass,Land
Sinnoh Victory Road 2F,Mienfoo,Land

Sinnoh Victory Road B1F,Zubat,Land
Sinnoh Victory Road B1F,Magneton,Land
Sinnoh Victory Road B1F,Floatzel,Land
Sinnoh Victory Road B1F,Mismagius,Land
Sinnoh Victory Road B1F,Bronzor,Land
Sinnoh Victory Road B1F,Bronzong,Land
Sinnoh Victory Road B1F,Gabite,Land
Sinnoh Victory Road B1F,Rhyperior,Land
Sinnoh Victory Road B1F,Deino,Land
Sinnoh Victory Road B1F,Golduck,Water
Sinnoh Victory Road B1F,Lapras,Water
Sinnoh Victory Road B1F,Floatzel,Water
Sinnoh Victory Road B1F,Bronzor,Water
Sinnoh Victory Road B1F,Bronzong,Water
Sinnoh Victory Road B1F,Finneon,Water
Sinnoh Victory Road B1F,Lumineon,Water
Sinnoh Victory Road B1F,Gastrodon,Water

Sinnoh Victory Road B1F Deep,Zubat,Land
Sinnoh Victory Road B1F Deep,Magneton,Land
Sinnoh Victory Road B1F Deep,Chansey,Land
Sinnoh Victory Road B1F Deep,Ursaring,Land
Sinnoh Victory Road B1F Deep,Floatzel,Land
Sinnoh Victory Road B1F Deep,Mismagius,Land
Sinnoh Victory Road B1F Deep,Bronzong,Land
Sinnoh Victory Road B1F Deep,Probopass,Land
Sinnoh Victory Road B1F Deep,Druddigon,Land
Sinnoh Victory Road B1F Deep,Zubat,Water
Sinnoh Victory Road B1F Deep,Azumarill,Water
Sinnoh Victory Road B1F Deep,Floatzel,Water
Sinnoh Victory Road B1F Deep,Mismagius,Water
Sinnoh Victory Road B1F Deep,Bronzor,Water
Sinnoh Victory Road B1F Deep,Bronzong,Water

Sinnoh Victory Road B1F Deep Entrance,Zubat,Land
Sinnoh Victory Road B1F Deep Entrance,Magneton,Land
Sinnoh Victory Road B1F Deep Entrance,Rhyhorn,Land
Sinnoh Victory Road B1F Deep Entrance,Sneasel,Land
Sinnoh Victory Road B1F Deep Entrance,Ursaring,Land
Sinnoh Victory Road B1F Deep Entrance,Bronzong,Land
Sinnoh Victory Road B1F Deep Entrance,Hippopotas,Land
Sinnoh Victory Road B1F Deep Entrance,Probopass,Land
Sinnoh Victory Road B1F Deep Entrance,Impidimp,Land

Sinnoh Victory Road B1F Deep Exit,Stonjourner,Land
Sinnoh Victory Road B1F Deep Exit,Zubat,Land
Sinnoh Victory Road B1F Deep Exit,Rhyhorn,Land
Sinnoh Victory Road B1F Deep Exit,Chingling,Land
Sinnoh Victory Road B1F Deep Exit,Bronzor,Land
Sinnoh Victory Road B1F Deep Exit,Bronzong,Land
Sinnoh Victory Road B1F Deep Exit,Gabite,Land
Sinnoh Victory Road B1F Deep Exit,Tangrowth,Land
Sinnoh Victory Road B1F Deep Exit,Electivire,Land

Snowpoint Temple 1F,Golbat,Land
Snowpoint Temple 1F,Graveler,Land
Snowpoint Temple 1F,Onix,Land
Snowpoint Temple 1F,Steelix,Land
Snowpoint Temple 1F,Sneasel,Land
Snowpoint Temple 1F,Smoochum,Land

Snowpoint Temple B1F,Golbat,Land
Snowpoint Temple B1F,Graveler,Land
Snowpoint Temple B1F,Onix,Land
Snowpoint Temple B1F,Jynx,Land
Snowpoint Temple B1F,Steelix,Land
Snowpoint Temple B1F,Sneasel,Land

Snowpoint Temple B2F,Golbat,Land
Snowpoint Temple B2F,Graveler,Land
Snowpoint Temple B2F,Onix,Land
Snowpoint Temple B2F,Jynx,Land
Snowpoint Temple B2F,Steelix,Land
Snowpoint Temple B2F,Sneasel,Land

Snowpoint Temple B3F,Golbat,Land
Snowpoint Temple B3F,Graveler,Land
Snowpoint Temple B3F,Onix,Land
Snowpoint Temple B3F,Jynx,Land
Snowpoint Temple B3F,Steelix,Land
Snowpoint Temple B3F,Sneasel,Land

Snowpoint Temple B4F,Golbat,Land
Snowpoint Temple B4F,Graveler,Land
Snowpoint Temple B4F,Onix,Land
Snowpoint Temple B4F,Jynx,Land
Snowpoint Temple B4F,Steelix,Land
Snowpoint Temple B4F,Sneasel,Land
Snowpoint Temple B4F,Snorunt,Land
Snowpoint Temple B4F,Glalie,Land
Snowpoint Temple B4F,Froslass,Land

Snowpoint Temple B5F,Golbat,Land
Snowpoint Temple B5F,Graveler,Land
Snowpoint Temple B5F,Onix,Land
Snowpoint Temple B5F,Jynx,Land
Snowpoint Temple B5F,Steelix,Land
Snowpoint Temple B5F,Sneasel,Land
Snowpoint Temple B5F,Froslass,Land

Stark Mountain Entrance Pt,Golbat,Land
Stark Mountain Entrance Pt,Geodude,Land
Stark Mountain Entrance Pt,Rhyhorn,Land
Stark Mountain Entrance Pt,Misdreavus,Land
Stark Mountain Entrance Pt,Gligar,Land
Stark Mountain Entrance Pt,Torkoal,Land
Stark Mountain Entrance Pt,Bronzor,Land
Stark Mountain Entrance Pt,Bronzong,Land
Stark Mountain Entrance Pt,Mienfoo,Land

Stark Mountain Exterior Pt,Rhyhorn,Land
Stark Mountain Exterior Pt,Magby,Land
Stark Mountain Exterior Pt,Bidoof,Land
Stark Mountain Exterior Pt,Stunky,Land
Stark Mountain Exterior Pt,Bronzor,Land
Stark Mountain Exterior Pt,Bronzong,Land
Stark Mountain Exterior Pt,Pansear,Land
Stark Mountain Exterior Pt,Heatmor,Land

Stark Mountain Main Cavern Pt,Golbat,Land
Stark Mountain Main Cavern Pt,Graveler,Land
Stark Mountain Main Cavern Pt,Camerupt,Land
Stark Mountain Main Cavern Pt,Bronzor,Land
Stark Mountain Main Cavern Pt,Bronzong,Land
Stark Mountain Main Cavern Pt,Rhyperior,Land
Stark Mountain Main Cavern Pt,Magmortar,Land
Stark Mountain Main Cavern Pt,Growlithe-Hisui,Land

Trainer Tower,Tentacool,Water
Trainer Tower,Tentacruel,Water
Trainer Tower,Krabby,Water
Trainer Tower,Horsea,Water
Trainer Tower,Seadra,Water
Trainer Tower,Magikarp,Water
Trainer Tower,Qwilfish,Water
Trainer Tower,Mantine,Water

Turnback Cave Final Room,Zubat,Land
Turnback Cave Final Room,Golbat,Land
Turnback Cave Final Room,Gastly,Land
Turnback Cave Final Room,Haunter,Land
Turnback Cave Final Room,Lunatone,Land
Turnback Cave Final Room,Solrock,Land
Turnback Cave Final Room,Duskull,Land
Turnback Cave Final Room,Dusclops,Land
Turnback Cave Final Room,Chingling,Land
Turnback Cave Final Room,Bronzor,Land
Turnback Cave Final Room,Bronzong,Land

Turnback Cave First Pillar,Zubat,Land
Turnback Cave First Pillar,Golbat,Land
Turnback Cave First Pillar,Gastly,Land
Turnback Cave First Pillar,Haunter,Land
Turnback Cave First Pillar,Lunatone,Land
Turnback Cave First Pillar,Solrock,Land
Turnback Cave First Pillar,Duskull,Land
Turnback Cave First Pillar,Dusclops,Land
Turnback Cave First Pillar,Chingling,Land
Turnback Cave First Pillar,Bronzor,Land
Turnback Cave First Pillar,Bronzong,Land

Turnback Cave Second Pillar,Zubat,Land
Turnback Cave Second Pillar,Golbat,Land
Turnback Cave Second Pillar,Gastly,Land
Turnback Cave Second Pillar,Haunter,Land
Turnback Cave Second Pillar,Lunatone,Land
Turnback Cave Second Pillar,Solrock,Land
Turnback Cave Second Pillar,Duskull,Land
Turnback Cave Second Pillar,Dusclops,Land
Turnback Cave Second Pillar,Chingling,Land
Turnback Cave Second Pillar,Bronzor,Land
Turnback Cave Second Pillar,Bronzong,Land

Turnback Cave Third Pillar,Zubat,Land
Turnback Cave Third Pillar,Golbat,Land
Turnback Cave Third Pillar,Gastly,Land
Turnback Cave Third Pillar,Haunter,Land
Turnback Cave Third Pillar,Lunatone,Land
Turnback Cave Third Pillar,Solrock,Land
Turnback Cave Third Pillar,Duskull,Land
Turnback Cave Third Pillar,Dusclops,Land
Turnback Cave Third Pillar,Chingling,Land
Turnback Cave Third Pillar,Bronzor,Land
Turnback Cave Third Pillar,Bronzong,Land

Valley Windworks,Magnemite,Land
Valley Windworks,Elekid,Land
Valley Windworks,Starly,Land
Valley Windworks,Bidoof,Land
Valley Windworks,Shinx,Land
Valley Windworks,Combee,Land
Valley Windworks,Buizel,Land
Valley Windworks,Drifloon,Land
Valley Windworks,Helioptile,Land
Valley Windworks,Morpeko,Land
Valley Windworks,Shellder,Water
Valley Windworks,Magikarp,Water
Valley Windworks,Staravia,Water
Valley Windworks,Bibarel,Water
Valley Windworks,Buizel,Water
Valley Windworks,Shellos,Water
Valley Windworks,Gastrodon,Water
Valley Windworks,Finneon,Water

Valor Lakefront,Geodude,Land
Valor Lakefront,Graveler,Land
Valor Lakefront,Girafarig,Land
Valor Lakefront,Houndour,Land
Valor Lakefront,Staravia,Land
Valor Lakefront,Bibarel,Land
Valor Lakefront,Kricketune,Land
Valor Lakefront,Shelmet,Land

Wastelands,Natu,Land
Wastelands,Swinub,Land
Wastelands,Loudred,Land
Wastelands,Roselia,Land
Wastelands,Froslass,Land
Wastelands,Pidove,Land
Wastelands,Mienfoo,Land
Wastelands,Rufflet,Land
Wastelands,Slowpoke,Water
Wastelands,Horsea,Water
Wastelands,Magikarp,Water
Wastelands,Corsola,Water
Wastelands,Lumineon,Water
Wastelands,Tympole,Water
Wastelands,Ducklett,Water
Wastelands,Alomomola,Water

Wayward Cave,Zubat,Land
Wayward Cave,Golbat,Land
Wayward Cave,Rhyhorn,Land
Wayward Cave,Tangela,Land
Wayward Cave,Larvitar,Land
Wayward Cave,Nosepass,Land
Wayward Cave,Bronzor,Land
Wayward Cave,Skorupi,Land
