Map,Pokemon,Terrain
Power Plant,Muk,Land
Power Plant,Voltorb,Land
Power Plant,Magnemite,Land
Rock Tunnel 1,Cubone,Land
Rock Tunnel 1,Geodude,Land
Rock Tunnel 1,Graveler,Land
Rock Tunnel 1,Kangaskhan,Land
Rock Tunnel 1,Machop,Land
Rock Tunnel 1,Raticate,Land
Rock Tunnel 1,Zubat,Land
Rock Tunnel 1,Clefairy,Land
Rock Tunnel 2,Rhyhorn,Land
Rock Tunnel 2,Onix,Land
Rock Tunnel 2,Graveler,Land
Rock Tunnel 2,Golbat,Land
Rock Tunnel 2,Bronzor,Land
Rock Tunnel 2,Absol,Land
Rock Tunnel 2,Marowak,Land
Route 1,Shinx,Land
Route 1,Sentret,Land
Route 1,Zubat,Land
Route 1,Ponyta,Land
Route 1,Pidgey,Land
Route 1,Hoothoot,Land
Route 1,Rattata,Land
Route 1,Furret,Land
Route 10,Buizel,Water
Route 10,Goldeen,Water
Route 10,Magikarp,Water
Route 10,Poliwag,Water
Route 10,Poliwhirl,Water
Route 10,Psyduck,Water
Route 10,Seaking,Water
Route 10,Slowpoke,Water
Route 10,Voltorb,Land
Route 10,Dedenne,Land
Route 10,Venomoth,Land
Route 10,Zubat,Land
Route 10,Raticate,Land
Route 10,Quagsire,Land
Route 10,Nidoran M,Land
Route 10,Nidoran F,Land
Route 10,Spearow,Land
Route 10,Magnemite,Land
Route 10,Machoke,Land
Route 10,Fearow,Land
Route 10,Elekid,Land
Route 10,Marowak,Land
Route 11,Slowpoke,Water
Route 11,Goldeen,Water
Route 11,Gyarados,Water
Route 11,Horsea,Water
Route 11,Krabby,Water
Route 11,Magikarp,Water
Route 11,Poliwag,Water
Route 11,Seaking,Water
Route 11,Shellder,Water
Route 11,Tentacool,Water
Route 11,Drowzee,Land
Route 11,Pidgeotto,Land
Route 11,Sandshrew,Land
Route 11,Rattata,Land
Route 11,Pidgey,Land
Route 11,Meowth,Land
Route 11,Snorlax,Land
Route 11,Spearow,Land
Route 11,Magnemite,Land
Route 11,Hypno,Land
Route 11,Ekans,Land
Route 12,Seadra,Water
Route 12,Qwilfish,Water
Route 12,Slowpoke,Water
Route 12,Krabby,Water
Route 12,Horsea,Water
Route 12,Goldeen,Water
Route 12,Tentacool,Water
Route 12,Slowbro,Water
Route 12,Magikarp,Water
Route 12,Bellsprout,Land
Route 12,Gloom,Land
Route 12,Oddish,Land
Route 12,Pidgeotto,Land
Route 12,Slakoth,Land
Route 12,Snorlax,Land
Route 12,Tangela,Land
Route 12,Weepinbell,Land
Route 12,Tentacruel,Water
Route 13,Nidorino,Land
Route 13,Tentacruel,Water
Route 13,Tentacool,Water
Route 13,Qwilfish,Water
Route 13,Slowbro,Water
Route 13,Seadra,Water
Route 13,Magikarp,Water
Route 13,Slowpoke,Water
Route 13,Krabby,Water
Route 13,Nidorina,Land
Route 13,Goldeen,Water
Route 13,Venomoth,Land
Route 13,Aipom,Land
Route 13,Bellsprout,Land
Route 13,Ditto,Land
Route 13,Farfetchd,Land
Route 13,Gloom,Land
Route 13,Minccino,Land
Route 13,Pidgeotto,Land
Route 13,Horsea,Water
Route 13,Weepinbell,Land
Route 13,Oddish,Land
Route 14,Ditto,Land
Route 14,Chansey,Land
Route 14,Skiploom,Land
Route 14,Plusle,Land
Route 14,Pidgeotto,Land
Route 14,Nidorino,Land
Route 14,Nidorina,Land
Route 14,Hoppip,Land
Route 14,Fearow,Land
Route 14,Tentacruel,Water
Route 14,Kingler,Water
Route 14,Krabby,Water
Route 14,Magikarp,Water
Route 14,Remoraid,Water
Route 14,Staryu,Water
Route 14,Tentacool,Water
Route 14,Goldeen,Water
Route 14,Farfetchd,Land
Route 15,Weepinbell,Land
Route 15,Venomoth,Land
Route 15,Tangela,Land
Route 15,Pidgeotto,Land
Route 15,Oddish,Land
Route 15,Pidgey,Land
Route 15,Nidorina,Land
Route 15,Minun,Land
Route 15,Gloom,Land
Route 15,Farfetchd,Land
Route 15,Ditto,Land
Route 15,Bellsprout,Land
Route 15,Audino,Land
Route 15,Nidorino,Land
Route 16,Weezing,Land
Route 16,Trubbish,Land
Route 16,Slugma,Land
Route 16,Raticate,Land
Route 16,Spearow,Land
Route 16,Pidgeotto,Land
Route 16,Murkrow,Land
Route 16,Koffing,Land
Route 16,Doduo,Land
Route 16,Pidgey,Land
Route 16,Grimer,Land
Route 17,Doduo,Land
Route 17,Fearow,Land
Route 17,Glameow,Land
Route 17,Grimer,Land
Route 17,Muk,Land
Route 17,Ponyta,Land
Route 17,Raticate,Land
Route 17,Rattata,Land
Route 17,Spearow,Land
Route 17,Stunky,Land
Route 17,Slugma,Land
Route 17,Corsola,Water
Route 17,Horsea,Water
Route 17,Krabby,Water
Route 17,Magikarp,Water
Route 17,Slowbro,Water
Route 17,Staryu,Water
Route 17,Tentacool,Water
Route 18,Stantler,Land
Route 18,Smeargle,Land
Route 18,Rattata,Land
Route 18,Raticate,Land
Route 18,Murkrow,Land
Route 18,Muk,Land
Route 18,Doduo,Land
Route 18,Fearow,Land
Route 19,Tentacruel,Water
Route 19,Seadra,Water
Route 19,Mantine,Water
Route 19,Krabby,Water
Route 19,Kingler,Water
Route 19,Horsea,Water
Route 19,Tentacool,Water
Route 19,Shellder,Water
Route 19,Staryu,Water
Route 2,Metapod,Land
Route 2,Noctowl,Land
Route 2,Pidgey,Land
Route 2,Snubbull,Land
Route 2,Spinarak,Land
Route 2,Weedle,Land
Route 2,Ledyba,Land
Route 2,Kakuna,Land
Route 2,Caterpie,Land
Route 20,Chinchou,Water
Route 20,Tentacruel,Water
Route 20,Tentacool,Water
Route 20,Staryu,Water
Route 20,Shellos,Water
Route 20,Magikarp,Water
Route 20,Krabby,Water
Route 20,Horsea,Water
Route 20,Gyarados,Water
Route 20,Wailmer,Water
Route 21,Tentacool,Water
Route 21,Glameow,Land
Route 21,Mime Jr.,Land
Route 21,Mr. Mime,Land
Route 21,Pidgeotto,Land
Route 21,Pidgey,Land
Route 21,Raticate,Land
Route 21,Tangela,Land
Route 21,Slowbro,Water
Route 21,Carvanha,Water
Route 21,Exeggutor,Land
Route 21,Krabby,Water
Route 21,Lapras,Water
Route 21,Remoraid,Water
Route 21,Shellder,Water
Route 21,Clauncher,Water
Route 21,Tentacruel,Water
Route 22,Spearow,Land
Route 22,Poliwag,Land
Route 22,Nidoran M,Land
Route 22,Nidoran F,Land
Route 22,Mankey,Land
Route 22,Hoothoot,Land
Route 22,Doduo,Land
Route 22,Psyduck,Water
Route 22,Slowpoke,Water
Route 22,Natu,Land
Route 24,Koffing,Water
Route 24,Pidgey,Land
Route 24,Vileplume,Land
Route 24,Wigglytuff,Land
Route 24,Kingler,Water
Route 24,Jigglypuff,Land
Route 24,Gloom,Land
Route 24,Caterpie,Land
Route 24,Pidgeotto,Land
Route 24,Oddish,Land
Route 24,Tentacruel,Water
Route 24,Krabby,Water
Route 24,Poliwrath,Water
Route 24,Seaking,Water
Route 24,Pidgeot,Land
Route 24,Slowbro,Water
Route 24,Slowking,Water
Route 24,Tentacool,Water
Route 25,Venonat,Land
Route 25,Pidgeotto,Land
Route 25,Oddish,Land
Route 25,Psyduck,Water
Route 25,Buneary,Land
Route 25,Bellsprout,Land
Route 25,Abra,Land
Route 25,Weedle,Land
Route 25,Caterpie,Land
Route 26,Magikarp,Water
Route 26,Dodrio,Land
Route 26,Tentacool,Water
Route 26,Remoraid,Water
Route 26,Shellos,Water
Route 26,Shellder,Water
Route 26,Chinchou,Water
Route 26,Horsea,Water
Route 26,Krabby,Water
Route 26,Arbok,Land
Route 26,Raticate,Land
Route 26,Doduo,Land
Route 26,Quagsire,Land
Route 26,Rapidash,Land
Route 26,Sandslash,Land
Route 26,Wooper,Land
Route 27,Tentacool,Water
Route 27,Shellos,Water
Route 27,Shellder,Water
Route 27,Remoraid,Water
Route 27,Magikarp,Water
Route 27,Krabby,Water
Route 27,Horsea,Water
Route 27,Chinchou,Water
Route 27,Dodrio,Land
Route 27,Doduo,Land
Route 27,Sandslash,Land
Route 27,Quagsire,Land
Route 27,Rapidash,Land
Route 27,Wooper,Land
Route 27,Arbok,Land
Route 27,Raticate,Land
Route 28,Poliwag,Water
Route 28,Politoed,Water
Route 28,Golduck,Water
Route 28,Goldeen,Water
Route 28,Corsola,Water
Route 28,Buizel,Water
Route 28,Poliwhirl,Water
Route 28,Donphan,Land
Route 28,Heracross,Land
Route 28,Natu,Land
Route 28,Ponyta,Land
Route 28,Rapidash,Land
Route 28,Skiddo,Land
Route 28,Tangela,Land
Route 28,Dodrio,Land
Route 28,Ursaring,Land
Route 3,Nidoran M,Land
Route 3,Jigglypuff,Land
Route 3,Zubat,Land
Route 3,Spearow,Land
Route 3,Sandshrew,Land
Route 3,Rattata,Land
Route 3,Arbok,Land
Route 3,Baltoy,Land
Route 3,Pidgey,Land
Route 3,Nidoran F,Land
Route 3,Mankey,Land
Route 4,Rattata,Land
Route 4,Arbok,Land
Route 4,Spearow,Land
Route 4,Zubat,Land
Route 4,Buizel,Water
Route 4,Goldeen,Water
Route 4,Magikarp,Water
Route 4,Poliwag,Water
Route 4,Pineco,Land
Route 4,Jigglypuff,Land
Route 4,Slowpoke,Water
Route 4,Gulpin,Land
Route 4,Ekans,Land
Route 4,Seaking,Water
Route 4,Hoothoot,Land
Route 5,Combee,Land
Route 5,Togepi,Land
Route 5,Abra,Land
Route 5,Bellsprout,Land
Route 5,Shinx,Land
Route 5,Pidgeotto,Land
Route 5,Oddish,Land
Route 5,Meowth,Land
Route 5,Gloom,Land
Route 5,Jigglypuff,Land
Route 6,Magikarp,Water
Route 6,Goldeen,Water
Route 6,Abra,Land
Route 6,Bellsprout,Land
Route 6,Jigglypuff,Land
Route 6,Magnemite,Land
Route 6,Meowth,Land
Route 6,Oddish,Land
Route 6,Pidgeotto,Land
Route 6,Pidgey,Land
Route 6,Pineco,Land
Route 6,Rattata,Land
Route 6,Snubbull,Land
Route 6,Buizel,Water
Route 6,Drowzee,Land
Route 6,Slowpoke,Water
Route 6,Shellder,Water
Route 6,Psyduck,Water
Route 6,Poliwag,Water
Route 6,Golduck,Water
Route 7,Meowth,Land
Route 7,Abra,Land
Route 7,Murkrow,Land
Route 7,Persian,Land
Route 7,Pidgey,Land
Route 7,Raticate,Land
Route 7,Spearow,Land
Route 7,Vulpix,Land
Route 7,Houndour,Land
Route 7,Growlithe,Land
Route 8,Ditto,Land
Route 8,Abra,Land
Route 8,Growlithe,Land
Route 8,Haunter,Land
Route 8,Jigglypuff,Land
Route 8,Kadabra,Land
Route 8,Meowth,Land
Route 8,Pidgeotto,Land
Route 8,Snubbull,Land
Route 8,Vulpix,Land
Route 8,Ekans,Land
Route 9,Buizel,Land
Route 9,Fearow,Land
Route 9,Mankey,Land
Route 9,Nidorina,Land
Route 9,Nidorino,Land
Route 9,Pidgey,Land
Route 9,Zubat,Land
Route 9,Sandshrew,Land
Route 9,Skiddo,Land
Route 9,Spearow,Land
Route 9,Venonat,Land
Route 9,Raticate,Land
Route 9,Primeape,Land
Safari Area 1,Butterfree,Land
Safari Area 1,Caterpie,Land
Safari Area 1,Dodrio,Land
Safari Area 1,Doduo,Land
Safari Area 1,Raticate,Land
Safari Area 1,Rattata,Land
Safari Area 1,Scyther,Land
Safari Area 1,Shroomish,Land
Safari Area 1,Tauros,Land
Safari Area 1,Vulpix,Land
Safari Area 1,Pikachu,Land
Safari Area 1,Lapras,Water
Safari Area 1,Magikarp,Water
Safari Area 1,Shellder,Water
Safari Area 1,Slowpoke,Water
Safari Area 1,Ducklett,Water
Safari Area 2,Snorlax,Land
Safari Area 2,Ponyta,Land
Safari Area 2,Petilil,Land
Safari Area 2,Nidoran F,Land
Safari Area 2,Meowth,Land
Safari Area 2,Lickitung,Land
Safari Area 2,Bulbasaur,Land
Safari Area 2,Bellsprout,Land
Safari Area 2,Nidoran M,Land
Safari Area 2,Goldeen,Water
Safari Area 2,Staryu,Water
Safari Area 2,Poliwag,Water
Safari Area 2,Magikarp,Water
Safari Area 2,Horsea,Water
Safari Area 3,Golduck,Water
Safari Area 3,Basculin,Water
Safari Area 3,Horsea,Water
Safari Area 3,Slowpoke,Water
Safari Area 3,Chansey,Land
Safari Area 3,Eevee,Land
Safari Area 3,Psyduck,Water
Safari Area 3,Exeggcute,Land
Safari Area 3,Paras,Land
Safari Area 3,Venomoth,Land
Safari Area 3,Abra,Land
Safari Area 3,Marill,Water
Safari Area 3,Espurr,Land
Safari Effort Wald 1,Victreebel,Land
Safari Effort Wald 1,Pidgeot,Land
Safari Effort Wald 1,Dustox,Land
Safari Effort Wald 2,Vileplume,Land
Safari Effort Wald 2,Poliwrath,Land
Safari Effort Wald 2,Nidoqueen,Land
Safari Entrance,Pinsir,Land
Safari Entrance,Kangaskhan,Land
Safari Entrance,Haunter,Land
Safari Entrance,Gastly,Land
Safari Entrance,Exeggcute,Land
Safari Entrance,Chingling,Land
Safari Entrance,Budew,Land
Safari Entrance,Beedrill,Land
Safari Entrance,Weedle,Land
Safari Entrance,Finneon,Water
Safari Entrance,Goldeen,Water
Safari Entrance,Krabby,Water
Safari Entrance,Lotad,Water
Safari Entrance,Marill,Water
Safari Entrance,Slowpoke,Water
Safari Entrance,Frillish,Water
Safari Exclusive,Cleffa,Land
Safari Exclusive,Charmander,Land
Safari Exclusive,Cubone,Land
Safari Exclusive,Farfetchd,Land
Safari Exclusive,Gastly,Land
Safari Exclusive,Marowak,Land
Safari Exclusive,Mr. Mime,Land
Safari Exclusive,Paras,Land
Safari Exclusive,Pikachu,Land
Safari Exclusive,Chansey,Land
Safari Exclusive,Squirtle,Water
Safari Exclusive,Staryu,Water
Safari Exclusive,Rhyhorn,Land
Safari Exclusive,Buizel,Water
Safari Exclusive,Dratini,Water
Safari Exclusive,Horsea,Water
Safari Exclusive,Magikarp,Water
Safari Exclusive,Marill,Water
Safari Exclusive,Slowpoke,Water
Safari Exclusive,Bulbasaur,Land
Seafoam 1F,Zubat,Land
Seafoam 1F,Makuhita,Land
Seafoam 1F,Golbat,Land
Seafoam 1F,Bronzor,Land
Seafoam 1F,Golduck,Land
Seafoam B1F,Vanillite,Land
Seafoam B1F,Golbat,Land
Seafoam B1F,Golduck,Land
Seafoam B1F,Jynx,Land
Seafoam B1F,Seel,Land
Seafoam B1F,Zubat,Land
Seafoam B1F,Psyduck,Land
Seafoam B2F,Golbat,Land
Seafoam B2F,Zubat,Land
Seafoam B2F,Smoochum,Land
Seafoam B2F,Seel,Land
Seafoam B2F,Makuhita,Land
Seafoam B2F,Chingling,Land
Seafoam B2F,Jynx,Land
Seafoam B3F,Zubat,Land
Seafoam B3F,Snorunt,Land
Seafoam B3F,Smoochum,Land
Seafoam B3F,Seel,Land
Seafoam B3F,Makuhita,Land
Seafoam B3F,Golbat,Land
Seafoam B3F,Chingling,Land
Seafoam B3F,Bergmite,Land
Seafoam B4F,Shellder,Water
Seafoam B4F,Seel,Land
Seafoam B4F,Jynx,Land
Seafoam B4F,Golduck,Land
Seafoam B4F,Cubchoo,Land
Seafoam B4F,Bronzor,Land
Seafoam B4F,Slowbro,Water
Seafoam B4F,Swinub,Land
Seafoam B4F,Seel,Water
Seafoam B4F,Sneasel,Land
Seafoam B4F,Seadra,Water
Seafoam B4F,Lapras,Water
Seafoam B4F,Horsea,Water
Seafoam B4F,Gyarados,Water
Seafoam B4F,Golbat,Water
Seafoam B4F,Dewgong,Water
Seafoam B4F,Cryogonal,Water
Seaway Vein,Barboach,Water
Seaway Vein,Tentacruel,Water
Seaway Vein,Feebas,Water
Seaway Vein,Horsea,Water
Seaway Vein,Marill,Water
Seaway Vein,Tentacool,Water
Seaway Vein,Spheal,Water
Seaway Vein,Carvanha,Water
Seaway Vein Extension,Horsea,Water
Seaway Vein Extension,Clauncher,Water
Seaway Vein Extension,Dewgong,Water
Seaway Vein Extension,Gyarados,Water
Seaway Vein Extension,Qwilfish,Water
Seaway Vein Extension,Seadra,Water
Seaway Vein Extension,Buizel,Water
Seaway Vein Extension,Azumarill,Water
Seaway Vein Frozen,Barboach,Water
Seaway Vein Frozen,Carvanha,Water
Seaway Vein Frozen,Feebas,Water
Seaway Vein Frozen,Horsea,Water
Seaway Vein Frozen,Marill,Water
Seaway Vein Frozen,Spheal,Water
Seaway Vein Frozen,Tentacool,Water
Seaway Vein Frozen,Tentacruel,Water
Shamouti Island,Miltank,Land
Shamouti Island,Wynaut,Land
Shamouti Island,Wooper,Land
Shamouti Island,Ponyta,Land
Shamouti Island,Gyarados,Water
Shamouti Island,Pikachu,Land
Shamouti Island,Magikarp,Water
Shamouti Island,Horsea,Water
Shamouti Island,Remoraid,Water
Shamouti Island,Meditite,Land
Shamouti Island,Krabby,Land
Shamouti Island,Kecleon,Land
Shamouti Island,Mantine,Water
Shamouti Island,Seadra,Water
Shamouti Island,Totodile,Water
Shamouti Island,Shellder,Water
Shamouti Island,Poliwag,Land
Shamouti Island frozen,Magikarp,Water
Shamouti Island frozen,Mantine,Water
Shamouti Island frozen,Gyarados,Water
Shamouti Island frozen,Seadra,Water
Shamouti Island frozen,Miltank,Land
Shamouti Island frozen,Shellder,Water
Shamouti Island frozen,Totodile,Water
Shamouti Island frozen,Horsea,Water
Shamouti Island frozen,Remoraid,Water
Shamouti Island frozen,Meditite,Land
Shamouti Island frozen,Wooper,Land
Shamouti Island frozen,Poliwag,Land
Shamouti Island frozen,Pikachu,Land
Shamouti Island frozen,Kecleon,Land
Shamouti Island frozen,Krabby,Land
Shamouti Island frozen,Ponyta,Land
Shamouti Island frozen,Wynaut,Land
Shamouti Seaway,Wooper,Water
Shamouti Seaway,Tentacruel,Water
Shamouti Seaway,Tentacool,Water
Shamouti Seaway,Poliwag,Water
Shamouti Seaway,Magikarp,Water
Shamouti Seaway,Horsea,Water
Shamouti Seaway,Goldeen,Water
Shamouti Seaway,Seaking,Water
Shamouti Seaway Frozen,Horsea,Water
Shamouti Seaway Frozen,Magikarp,Water
Shamouti Seaway Frozen,Wooper,Water
Shamouti Seaway Frozen,Tentacruel,Water
Shamouti Seaway Frozen,Tentacool,Water
Shamouti Seaway Frozen,Goldeen,Water
Shamouti Seaway Frozen,Poliwag,Water
Shamouti Seaway Frozen,Seaking,Water
Tohjo Falls,Magikarp,Water
Tohjo Falls,Seaking,Water
Tohjo Falls,Bronzor,Land
Tohjo Falls,Chingling,Land
Tohjo Falls,Goldeen,Water
Tohjo Falls,Makuhita,Land
Tohjo Falls,Raticate,Land
Tohjo Falls,Rattata,Land
Tohjo Falls,Golbat,Land
Trainers Valley,Ducklett,Water
Trainers Valley,Corsola,Water
Trainers Valley,Chinchou,Water
Trainers Valley,Phantump,Land
Trainers Valley,Buizel,Water
Trainers Valley,Binacle,Water
Trainers Valley,Gastly,Land
Trainers Valley,Shuckle,Land
Trainers Valley,Tauros,Land
Trainers Valley,Skiddo,Land
Trainers Valley,Magikarp,Water
Trainers Valley,Pumpkaboo,Land
Trainers Valley,Pidgey,Land
Trainers Valley,Farfetchd,Land
Trainers Valley,Teddiursa,Land
Trainers Valley,Shellder,Water
Trainers Valley Cave,Golbat,Land
Trainers Valley Cave,Zubat,Land
Trainers Valley Cave,Woobat,Land
Trainers Valley Cave,Noibat,Land
Trainers Valley Cave,Gligar,Land
Trainers Valley Cave,Diglett,Land
Trainers Valley Cave,Crobat,Land
Uncanny Path,Farfetchd,Land
Uncanny Path,Growlithe,Land
Uncanny Path,Sneasel-Hisui,Land
Uncanny Path,Scyther,Land
Uncanny Path,Paras,Land
Uncanny Path,Mankey,Land
Uncanny Path,Baltoy,Land
Uncanny Path,Kadabra,Land
Underground Ruins,Onix,Land
Underground Ruins,Rhyhorn,Land
Underground Ruins,Baltoy,Land
Underground Ruins,Archen,Land
Underground Ruins,Absol,Land
Underground Ruins,Sigilyph,Land
Underground Ruins,Unown,Land
Underground Ruins,Zubat,Land
Unison Mountain 1F,Teddiursa,Land
Unison Mountain 1F,Numel,Land
Unison Mountain 1F,Mawile,Land
Unison Mountain 1F,Slugma,Land
Unison Mountain 1F,Marill,Land
Unison Mountain 1F,Electrike,Land
Unison Mountain 1F,Bronzor,Land
Unison Mountain 1F,Marowak-Alolan,Land
Unison Mountain 2F,Torkoal,Land
Unison Mountain 2F,Throh,Land
Unison Mountain 2F,Sawk,Land
Unison Mountain 2F,Ponyta,Land
Unison Mountain 2F,Machop,Land
Unison Mountain 2F,Golett,Land
Unison Mountain 2F,Gastly,Land
Unison Mountain 2F,Bronzong,Land
Unison Mountain 2F,Growlithe,Land
Unison Mountain 3F,Marill,Land
Unison Mountain 3F,Baltoy,Land
Unison Mountain 3F,Larvitar,Land
Unison Mountain 3F,Mawile,Land
Unison Mountain 3F,Ursaring,Land
Unison Mountain 3F,Teddiursa,Land
Unison Mountain 3F,Torkoal,Land
Unison Mountain 3F,Slugma,Land
Unison Mountain East Summit,Aron,Land
Unison Mountain East Summit,Magneton,Land
Unison Mountain East Summit,Mankey,Land
Unison Mountain East Summit,Munchlax,Land
Unison Mountain East Summit,Numel,Land
Unison Mountain East Summit,Primeape,Land
Unison Mountain East Summit,Sneasel,Land
Unison Mountain East Summit,Torkoal,Land
Unison Mountain South Summit,Wooper-Paldea,Land
Unison Mountain South Summit,Skarmory,Land
Unison Mountain South Summit,Pikachu,Land
Unison Mountain South Summit,Munchlax,Land
Unison Mountain South Summit,Buneary,Land
Unison Mountain South Summit,Growlithe,Land
Unison Mountain South Summit,Diglett,Land
Unison Mountain South Summit,Arcanine,Land
Unison Mountain South Summit,Haunter,Land
Unison Mountain Summit,Mamoswine,Land
Unison Mountain Summit,Swinub,Land
Unison Mountain Summit,Nosepass,Land
Unison Mountain Summit,Magnezone,Land
Unison Mountain Summit,Tauros,Land
Unison Mountain Summit,Gible,Land
Unison Mountain Summit,Bronzong,Land
Unison Mountain Summit,Abra,Land
Unison Mountain Summit,Jangmo-o,Land
Unknown Place,Jynx,Water
Unknown Place,Golduck,Water
Unknown Place,Psyduck,Water
Unknown Place,Seel,Water
Unknown Place,Lapras,Water
Unknown Place,Spheal,Water
Unknown Place,Cryogonal,Land
Unknown Place,Cubchoo,Land
Unknown Place,Delibird,Land
Unknown Place,Froslass,Land
Unknown Place,Piloswine,Land
Unknown Place,Vanillite,Water
Unknown Place,Sneasel,Land
Unknown Place,Swinub,Land
Valley Of Steel Eastern Peak,Rhyhorn,Land
Valley Of Steel Eastern Peak,Mawile,Land
Valley Of Steel Eastern Peak,Magneton,Land
Valley Of Steel Eastern Peak,Magnemite,Land
Valley Of Steel Eastern Peak,Aron,Land
Valley Of Steel Eastern Peak,Ferroseed,Land
Valley Of Steel Eastern Peak,Bronzor,Land
Valley Of Steel Eastern Peak,Bronzong,Land
Valley Of Steel Eastern Peak,Klink,Land
Valley Of Steel Western Peak,Beldum,Land
Valley Of Steel Western Peak,Bronzong,Land
Valley Of Steel Western Peak,Bronzor,Land
Valley Of Steel Western Peak,Klefki,Land
Valley Of Steel Western Peak,Magnemite,Land
Valley Of Steel Western Peak,Magneton,Land
Valley Of Steel Western Peak,Pawniard,Land
Valley Of Steel Western Peak,Rhyhorn,Land
Valley Of Steel Western Peak,Skarmory,Land
Vermilion City,Tentacruel,Water
Vermilion City,Tentacool,Water
Vermilion City,Staryu,Water
Vermilion City,Squirtle,Water
Vermilion City,Seadra,Water
Vermilion City,Octillery,Water
Vermilion City,Magikarp,Water
Vermilion City,Horsea,Water
Victory Road Kanto 1F,Onix,Land
Victory Road Kanto 1F,Sandslash,Land
Victory Road Kanto 1F,Machop,Land
Victory Road Kanto 1F,Gligar,Land
Victory Road Kanto 1F,Marowak,Land
Victory Road Kanto 1F,Machoke,Land
Victory Road Kanto 1F,Hariyama,Land
Victory Road Kanto 1F,Graveler,Land
Victory Road Kanto 1F,Golbat,Land
Victory Road Kanto 2F,Hariyama,Land
Victory Road Kanto 2F,Machamp,Land
Victory Road Kanto 2F,Marowak,Land
Victory Road Kanto 2F,Onix,Land
Victory Road Kanto 2F,Primeape,Land
Victory Road Kanto 2F,Sandslash,Land
Victory Road Kanto 2F,Torkoal,Land
Victory Road Kanto 2F,Drilbur,Land
Victory Road Kanto 2F,Golbat,Land
Victory Road Kanto 3F,Venomoth,Land
Victory Road Kanto 3F,Machoke,Land
Victory Road Kanto 3F,Steelix,Land
Victory Road Kanto 3F,Sandslash,Land
Victory Road Kanto 3F,Golem,Land
Victory Road Kanto 3F,Golbat,Land
Victory Road Kanto 3F,Donphan,Land
Victory Road Kanto 3F,Bronzor,Land
Victory Road Kanto 3F,Arbok,Land
Victory Road Kanto 3F,Ursaring,Land
Victory Road Kanto 3F,Aron,Land
Viridian City,Goldeen,Water
Viridian City,Psyduck,Water
Viridian City,Poliwag,Water
Viridian Forest,Weedle,Land
Viridian Forest,Beedrill,Land
Viridian Forest,Budew,Land
Viridian Forest,Butterfree,Land
Viridian Forest,Caterpie,Land
Viridian Forest,Kakuna,Land
Viridian Forest,Metapod,Land
Viridian Forest,Oddish,Land
Viridian Forest,Paras,Land
Viridian Forest,Pidgeotto,Land
Viridian Forest,Pikachu,Land
Viridian Forest,Shroomish,Land
