Map,Pokemon,Terrain
Pacifidlog Town,Pelipper,Water
Pacifidlog Town,Sharpedo,Water

Petalburg City,Surskit,Water
Petalburg City,Azumarill,Water
Petalburg City,Corphish,Water
Petalburg City,Goldeen,Water
Petalburg City,Krabby,Water
Petalburg City,Magikarp,Water
Petalburg City,Marill,Water
Petalburg City,Masquerain,Water

Petalburg Woods,Cottonee,Land
Petalburg Woods,Treecko,Land
Petalburg Woods,Silcoon,Land
Petalburg Woods,Slakoth,Land
Petalburg Woods,Taillow,Land
Petalburg Woods,Cascoon,Land
Petalburg Woods,Wurmple,Land
Petalburg Woods,Shroomish,Land
Petalburg Woods,Pidgey,Land

Route 101,Zigzagoon,Land
Route 101,Wurmple,Land
Route 101,Sewaddle,Land
Route 101,Poochyena,Land

Route 102,Seedot,Land
Route 102,Surskit,Land
Route 102,Ralts,Land
Route 102,Wurmple,Land
Route 102,Lotad,Land
Route 102,Poochyena,Land
Route 102,Zigzagoon,Land
Route 102,Marill,Water
Route 102,Magikarp,Water
Route 102,Goldeen,Water
Route 102,Surskit,Water
Route 102,Corphish,Water

Route 103,Chatot,Land
Route 103,Wingull,Land
Route 103,Fearow,Land
Route 103,Poochyena,Land
Route 103,Magikarp,Water
Route 103,Pelipper,Water
Route 103,Shellos,Water
Route 103,Tentacool,Water
Route 103,Wingull,Water
Route 103,Carvanha,Water
Route 103,Wailmer,Water

Route 104,Marill,Land
Route 104,Psyduck,Land
Route 104,Poochyena,Land
Route 104,Deerling,Land
Route 104,Taillow,Land
Route 104,Sewaddle,Land
Route 104,Wurmple,Land
Route 104,Wingull,Land
Route 104,Magikarp,Water
Route 104,Pelipper,Water
Route 104,Wingull,Water

Route 105,Wailmer,Water
Route 105,Frillish,Water
Route 105,Krabby,Water
Route 105,Magikarp,Water
Route 105,Pelipper,Water
Route 105,Spheal,Water
Route 105,Tentacool,Water
Route 105,Tentacool,Water

Route 106,Spheal,Water
Route 106,Krabby,Water
Route 106,Magikarp,Water
Route 106,Tentacool,Water
Route 106,Tentacruel,Water
Route 106,Wailmer,Water
Route 106,Clauncher,Water

Route 107,Wailmer,Water
Route 107,Chinchou,Water
Route 107,Lanturn,Water
Route 107,Magikarp,Water
Route 107,Skrelp,Water
Route 107,Spheal,Water
Route 107,Tentacool,Water
Route 107,Tentacruel,Water

Route 108,Wailmer,Water
Route 108,Chinchou,Water
Route 108,Tentacruel,Water
Route 108,Tentacool,Water
Route 108,Magikarp,Water
Route 108,Lanturn,Water
Route 108,Krabby,Water
Route 108,Frillish,Water
Route 108,Clamperl,Water

Route 109,Krabby,Land
Route 109,Wingull,Land
Route 109,Tentacruel,Water
Route 109,Wailmer,Water
Route 109,Magikarp,Water
Route 109,Krabby,Water
Route 109,Clauncher,Water
Route 109,Tentacool,Water
Route 109,Gyarados,Water
Route 109,Shellder,Water

Route 110,Electrike,Land
Route 110,Gulpin,Land
Route 110,Minun,Land
Route 110,Oddish,Land
Route 110,Plusle,Land
Route 110,Trubbish,Land
Route 110,Voltorb,Land
Route 110,Wingull,Land
Route 110,Zigzagoon,Land
Route 110,Pelipper,Water
Route 110,Tentacool,Water
Route 110,Wailmer,Water
Route 110,Wingull,Water
Route 110,Magikarp,Water

Route 111 Desert,Trapinch,Land
Route 111 Desert,Sandshrew,Land
Route 111 Desert,Sandile,Land
Route 111 Desert,Maractus,Land
Route 111 Desert,Nosepass,Land
Route 111 Desert,Cacturne,Land
Route 111 Desert,Cacnea,Land
Route 111 Desert,Baltoy,Land
Route 111 Desert,Diglett,Land

Route 111 South,Masquerain,Water
Route 111 South,Azumarill,Water
Route 111 South,Barboach,Water
Route 111 South,Goldeen,Water
Route 111 South,Krabby,Water
Route 111 South,Magikarp,Water
Route 111 South,Marill,Water
Route 111 South,Surskit,Water

Route 112,Tyrogue,Land
Route 112,Torkoal,Land
Route 112,Throh,Land
Route 112,Sawk,Land
Route 112,Ponyta,Land
Route 112,Numel,Land
Route 112,Mankey,Land
Route 112,Machop,Land
Route 112,Machoke,Land

Route 113,Spinda,Land
Route 113,Slugma,Land
Route 113,Skarmory,Land
Route 113,Sandslash,Land
Route 113,Magcargo,Land
Route 113,Bronzor,Land
Route 113,Bouffalant,Land
Route 113,Sandshrew,Land

Route 114,Swablu,Land
Route 114,Surskit,Land
Route 114,Skorupi,Land
Route 114,Seviper,Land
Route 114,Seedot,Land
Route 114,Nuzleaf,Land
Route 114,Lotad,Land
Route 114,Lombre,Land
Route 114,Zangoose,Land
Route 114,Marill,Water
Route 114,Barboach,Water
Route 114,Goldeen,Water
Route 114,Krabby,Water
Route 114,Magikarp,Water
Route 114,Masquerain,Water
Route 114,Azumarill,Water
Route 114,Surskit,Water

Route 115,Clefairy,Land
Route 115,Swellow,Land
Route 115,Jigglypuff,Land
Route 115,Misdreavus,Land
Route 115,Swablu,Land
Route 115,Taillow,Land
Route 115,Hoothoot,Land
Route 115,Magikarp,Water
Route 115,Pelipper,Water
Route 115,Tentacool,Water
Route 115,Wailmer,Water
Route 115,Wingull,Water

Route 116,Abra,Land
Route 116,Joltik,Land
Route 116,Misdreavus,Land
Route 116,Seedot,Land
Route 116,Skitty,Land
Route 116,Taillow,Land
Route 116,Nincada,Land
Route 116,Zigzagoon,Land

Route 117,Marill,Land
Route 117,Poochyena,Land
Route 117,Volbeat,Land
Route 117,Tympole,Land
Route 117,Togepi,Land
Route 117,Seedot,Land
Route 117,Roselia,Land
Route 117,Oddish,Land
Route 117,Illumise,Land
Route 117,Surskit,Land
Route 117,Surskit,Water
Route 117,Masquerain,Water
Route 117,Marill,Water
Route 117,Goldeen,Water
Route 117,Crawdaunt,Water
Route 117,Corphish,Water
Route 117,Azumarill,Water
Route 117,Magikarp,Water

Route 118,Aipom,Land
Route 118,Zigzagoon,Land
Route 118,Wingull,Land
Route 118,Raticate,Land
Route 118,Manectric,Land
Route 118,Linoone,Land
Route 118,Kecleon,Land
Route 118,Absol,Land
Route 118,Electrike,Land
Route 118,Carvanha,Water
Route 118,Pelipper,Water
Route 118,Sharpedo,Water
Route 118,Tentacool,Water
Route 118,Wingull,Water
Route 118,Magikarp,Water

Route 119A,Oddish,Land
Route 119A,Linoone,Land
Route 119A,Kecleon,Land
Route 119A,Gloom,Land
Route 119A,Poochyena,Land
Route 119A,Tropius,Land
Route 119A,Sharpedo,Water
Route 119A,Tentacool,Water
Route 119A,Poliwag,Water
Route 119A,Pelipper,Water
Route 119A,Frillish,Water
Route 119A,Carvanha,Water
Route 119A,Wingull,Water

Route 119B,Gloom,Land
Route 119B,Linoone,Land
Route 119B,Tropius,Land
Route 119B,Kecleon,Land
Route 119B,Poochyena,Land
Route 119B,Krabby,Water
Route 119B,Wingull,Water
Route 119B,Sharpedo,Water
Route 119B,Feebas,Water
Route 119B,Pelipper,Water
Route 119B,Magikarp,Water
Route 119B,Carvanha,Water

Route 120,Ampharos,Land
Route 120,Flaaffy,Land
Route 120,Nidoqueen,Land
Route 120,Nidoran F,Land
Route 120,Nidoran M,Land
Route 120,Nidorina,Land
Route 120,Nidorino,Land
Route 120,Mareep,Land
Route 120,Nidoking,Land
Route 120,Politoed,Water
Route 120,Koffing,Water
Route 120,Zubat,Water
Route 120,Seel,Water
Route 120,Crobat,Water
Route 120,Golbat,Water
Route 120,Poliwrath,Water
Route 120,Mantine,Water
Route 120,Pelipper,Water

Route 121,Poochyena,Land
Route 121,Oddish,Land
Route 121,Kecleon,Land
Route 121,Gloom,Land
Route 121,Duskull,Land
Route 121,Shuppet,Land
Route 121,Aipom,Land
Route 121,Wingull,Land
Route 121,Linoone,Land
Route 121,Wingull,Water
Route 121,Magikarp,Water
Route 121,Pelipper,Water
Route 121,Tentacool,Water
Route 121,Wailmer,Water

Route 122,Wailmer,Water
Route 122,Tentacool,Water
Route 122,Seadra,Water
Route 122,Magikarp,Water
Route 122,Horsea,Water
Route 122,Finneon,Water

Route 123,Oddish,Land
Route 123,Pidgey,Land
Route 123,Wingull,Land
Route 123,Shuppet,Land
Route 123,Poochyena,Land
Route 123,Gloom,Land
Route 123,Kecleon,Land
Route 123,Linoone,Land
Route 123,Mightyena,Land
Route 123,Marill,Water
Route 123,Magikarp,Water
Route 123,Goldeen,Water
Route 123,Crawdaunt,Water
Route 123,Corphish,Water
Route 123,Azumarill,Water
Route 123,Surskit,Water
Route 123,Wailmer,Water
Route 123,Pelipper,Water
Route 123,Masquerain,Water
Route 123,Wingull,Water

Route 124,Wailmer,Water
Route 124,Chinchou,Water
Route 124,Alomomola,Water
Route 124,Finneon,Water
Route 124,Magikarp,Water
Route 124,Tentacool,Water
Route 124,Clamperl,Water
Route 124,Tentacruel,Water

Route 124 Underwater,Chinchou,Water
Route 124 Underwater,Clamperl,Water
Route 124 Underwater,Kabuto,Water
Route 124 Underwater,Krabby,Water
Route 124 Underwater,Lanturn,Water
Route 124 Underwater,Relicanth,Water
Route 124 Underwater,Tentacool,Water

Route 125,Seel,Water
Route 125,Wailmer,Water
Route 125,Tentacruel,Water
Route 125,Tentacool,Water
Route 125,Spheal,Water
Route 125,Finneon,Water
Route 125,Magikarp,Water
Route 125,Gyarados,Water

Route 126,Clamperl,Water
Route 126,Wailmer,Water
Route 126,Tentacruel,Water
Route 126,Tentacool,Water
Route 126,Shellder,Water
Route 126,Sharpedo,Water
Route 126,Magikarp,Water
Route 126,Frillish,Water
Route 126,Chinchou,Water
Route 126,Relicanth,Water

Route 126 Underwater,Tentacool,Water
Route 126 Underwater,Alomomola,Water
Route 126 Underwater,Chinchou,Water
Route 126 Underwater,Clamperl,Water
Route 126 Underwater,Horsea,Water
Route 126 Underwater,Lanturn,Water
Route 126 Underwater,Relicanth,Water
Route 126 Underwater,Wailmer,Water

Route 127,Tentacruel,Water
Route 127,Chinchou,Water
Route 127,Finneon,Water
Route 127,Frillish,Water
Route 127,Magikarp,Water
Route 127,Tentacool,Water
Route 127,Wailmer,Water

Route 127 Underwater,Chinchou,Water
Route 127 Underwater,Clamperl,Water
Route 127 Underwater,Krabby,Water
Route 127 Underwater,Lanturn,Water
Route 127 Underwater,Omanyte,Water
Route 127 Underwater,Relicanth,Water
Route 127 Underwater,Tentacool,Water

Route 128,Tentacruel,Water
Route 128,Carvanha,Water
Route 128,Chinchou,Water
Route 128,Corsola,Water
Route 128,Finneon,Water
Route 128,Luvdisc,Water
Route 128,Magikarp,Water
Route 128,Sharpedo,Water
Route 128,Wailmer,Water
Route 128,Tentacool,Water

Route 128 Underwater,Tentacool,Water
Route 128 Underwater,Relicanth,Water
Route 128 Underwater,Corsola,Water
Route 128 Underwater,Clamperl,Water
Route 128 Underwater,Chinchou,Water
Route 128 Underwater,Lanturn,Water

Route 129,Magikarp,Water
Route 129,Luvdisc,Water
Route 129,Castform,Water
Route 129,Carvanha,Water
Route 129,Wailmer,Water
Route 129,Tentacruel,Water
Route 129,Wailord,Water
Route 129,Sharpedo,Water
Route 129,Tentacool,Water

Route 129 Underwater,Chinchou,Water
Route 129 Underwater,Clamperl,Water
Route 129 Underwater,Krabby,Water
Route 129 Underwater,Lanturn,Water
Route 129 Underwater,Relicanth,Water
Route 129 Underwater,Tentacool,Water

Route 130,Wailmer,Water
Route 130,Tentacruel,Water
Route 130,Tentacool,Water
Route 130,Seadra,Water
Route 130,Magikarp,Water
Route 130,Finneon,Water
Route 130,Frillish,Water
Route 130,Alomomola,Water
Route 130,Horsea,Water

Route 130 Underwater,Relicanth,Water
Route 130 Underwater,Tentacool,Water
Route 130 Underwater,Lanturn,Water
Route 130 Underwater,Clamperl,Water
Route 130 Underwater,Chinchou,Water
Route 130 Underwater,Krabby,Water

Route 131,Tentacool,Water
Route 131,Finneon,Water
Route 131,Frillish,Water
Route 131,Horsea,Water
Route 131,Krabby,Water
Route 131,Magikarp,Water
Route 131,Seadra,Water
Route 131,Sharpedo,Water
Route 131,Staryu,Water
Route 131,Wailmer,Water

Route 131 B,Frillish,Water
Route 131 B,Krabby,Water
Route 131 B,Horsea,Water
Route 131 B,Finneon,Water
Route 131 B,Magikarp,Water
Route 131 B,Seadra,Water
Route 131 B,Sharpedo,Water
Route 131 B,Staryu,Water
Route 131 B,Tentacool,Water
Route 131 B,Wailmer,Water

Route 132,Lapras,Water
Route 132,Carvanha,Water
Route 132,Horsea,Water
Route 132,Krabby,Water
Route 132,Magikarp,Water
Route 132,Seadra,Water
Route 132,Sharpedo,Water
Route 132,Tentacool,Water
Route 132,Wailmer,Water

Route 133,Tentacool,Water
Route 133,Magikarp,Water
Route 133,Sharpedo,Water
Route 133,Wailmer,Water
Route 133,Seadra,Water
Route 133,Frillish,Water
Route 133,Horsea,Water
Route 133,Finneon,Water
Route 133,Carvanha,Water

Route 134,Alomomola,Water
Route 134,Finneon,Water
Route 134,Horsea,Water
Route 134,Magikarp,Water
Route 134,Seadra,Water
Route 134,Sharpedo,Water
Route 134,Tentacool,Water
Route 134,Wailmer,Water

Route 135,Krabby,Water
Route 135,Tentacruel,Water
Route 135,Kingler,Water
Route 135,Shellder,Water
Route 135,Carvanha,Water
Route 135,Tentacool,Water
Route 135,Chinchou,Water
Route 135,Sharpedo,Water

Ruins of the Vale Nesting Grounds,Noibat,Land
Ruins of the Vale Nesting Grounds,Arbok,Land
Ruins of the Vale Nesting Grounds,Duskull,Land
Ruins of the Vale Nesting Grounds,Deino,Land
Ruins of the Vale Nesting Grounds,Axew,Land
Ruins of the Vale Nesting Grounds,Venonat,Land
Ruins of the Vale Nesting Grounds,Ekans,Land
Ruins of the Vale Nesting Grounds,Shuppet,Land

Rusturf Tunnel,Geodude,Land
Rusturf Tunnel,Whismur,Land

Sea Mauville,Magikarp,Water
Sea Mauville,Pelipper,Water
Sea Mauville,Tentacool,Water
Sea Mauville,Wailmer,Water
Sea Mauville,Tentacruel,Water
Sea Mauville,Wingull,Water

Secret Nap Area,Jigglypuff,Land
Secret Nap Area,Hoothoot,Land
Secret Nap Area,Clefairy,Land
Secret Nap Area,Cleffa,Land
Secret Nap Area,Delcatty,Land
Secret Nap Area,Munchlax,Land
Secret Nap Area,Oddish,Land
Secret Nap Area,Spinda,Land
Secret Nap Area,Zubat,Land
Secret Nap Area,Happiny,Land
Secret Nap Area,Noctowl,Land
Secret Nap Area,Krabby,Water
Secret Nap Area,Lapras,Water
Secret Nap Area,Poliwag,Water
Secret Nap Area,Slowbro,Water
Secret Nap Area,Slowking,Water
Secret Nap Area,Slowpoke,Water
Secret Nap Area,Staryu,Water

Shoal Cave,Golbat,Land
Shoal Cave,Zubat,Land
Shoal Cave,Spheal,Land
Shoal Cave,Magikarp,Water
Shoal Cave,Spheal,Water
Shoal Cave,Tentacool,Water
Shoal Cave,Wailmer,Water
Shoal Cave,Zubat,Water

Sky Pillar 1F,Zubat,Land
Sky Pillar 1F,Spinarak,Land
Sky Pillar 1F,Sableye,Land
Sky Pillar 1F,Golbat,Land
Sky Pillar 1F,Banette,Land
Sky Pillar 1F,Ariados,Land

Sky Pillar 3F,Zubat,Land
Sky Pillar 3F,Spinarak,Land
Sky Pillar 3F,Mawile,Land
Sky Pillar 3F,Golbat,Land
Sky Pillar 3F,Claydol,Land
Sky Pillar 3F,Ariados,Land

Sky Pillar 5F,Zubat,Land
Sky Pillar 5F,Loudred,Land
Sky Pillar 5F,Golbat,Land
Sky Pillar 5F,Druddigon,Land
Sky Pillar 5F,Ariados,Land
Sky Pillar 5F,Banette,Land
Sky Pillar 5F,Claydol,Land
Sky Pillar 5F,Altaria,Land

Slateport City,Pelipper,Water
Slateport City,Magikarp,Water
Slateport City,Wingull,Water
Slateport City,Tentacool,Water
Slateport City,Wailmer,Water
Slateport City,Gyarados,Water
Slateport City,Krabby,Water

Sleeping Path,Gothita,Land
Sleeping Path,Drowzee,Land
Sleeping Path,Girafarig,Land
Sleeping Path,Gloom,Land
Sleeping Path,Glameow,Land
Sleeping Path,Oddish,Land
Sleeping Path,Natu,Land
Sleeping Path,Munna,Land
Sleeping Path,Jigglypuff,Land
Sleeping Path,Chingling,Land
Sleeping Path,Wooper,Water
Sleeping Path,Slowpoke,Water
Sleeping Path,Politoed,Water
Sleeping Path,Quagsire,Water
Sleeping Path,Slowbro,Water
Sleeping Path,Poliwag,Water

Sootopolis city,Magikarp,Water
Sootopolis city,Gyarados,Water

Victory Road Hoenn 1F,Zubat,Land
Victory Road Hoenn 1F,Aron,Land
Victory Road Hoenn 1F,Golbat,Land
Victory Road Hoenn 1F,Lairon,Land
Victory Road Hoenn 1F,Loudred,Land
Victory Road Hoenn 1F,Makuhita,Land
Victory Road Hoenn 1F,Sableye,Land
Victory Road Hoenn 1F,Whismur,Land
Victory Road Hoenn 1F,Hariyama,Land

Victory Road Hoenn B1F,Geodude,Land
Victory Road Hoenn B1F,Aron,Land
Victory Road Hoenn B1F,Golbat,Land
Victory Road Hoenn B1F,Meditite,Land
Victory Road Hoenn B1F,Medicham,Land
Victory Road Hoenn B1F,Mawile,Land
Victory Road Hoenn B1F,Loudred,Land
Victory Road Hoenn B1F,Graveler,Land

Victory Road Hoenn B2F,Whismur,Land
Victory Road Hoenn B2F,Zubat,Land
Victory Road Hoenn B2F,Aron,Land
Victory Road Hoenn B2F,Golbat,Land
Victory Road Hoenn B2F,Hariyama,Land
Victory Road Hoenn B2F,Loudred,Land
Victory Road Hoenn B2F,Makuhita,Land
Victory Road Hoenn B2F,Tentacruel,Water
Victory Road Hoenn B2F,Tentacool,Water
Victory Road Hoenn B2F,Magikarp,Water
Victory Road Hoenn B2F,Luvdisc,Water
Victory Road Hoenn B2F,Golbat,Water
Victory Road Hoenn B2F,Goldeen,Water
Victory Road Hoenn B2F,Wailmer,Water
Victory Road Hoenn B2F,Whiscash,Water
Victory Road Hoenn B2F,Barboach,Water
Victory Road Hoenn B2F,Zubat,Water
