Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Fishing,FishingOnly,RequiredRod
Dewford Town,Magikarp,129,1,1,1,20,35,,0,Common,1,0,Old Rod
Dewford Town,Pelipper,279,1,1,1,20,35,,0,Uncommon,0,0,
Dewford Town,Skrelp,690,1,1,1,20,35,,0,Rare,0,0,
Dewford Town,Tentacool,72,1,1,1,20,35,,0,Common,1,0,Old Rod
Dewford Town,Wailmer,320,1,1,1,20,35,,0,Uncommon,0,0,
Dewford Town,Wingull,278,1,1,1,20,35,,0,Common,0,0,
Diamond Domain 1F,Kingler,99,1,1,1,21,25,,0,Common,1,0,Old Rod
Diamond Domain 1F,Krabby,98,1,1,1,21,25,,0,Common,1,0,Old Rod
Diamond Domain 1F,Slowpoke,79,1,1,1,21,25,Lagging Tail,0,Common,1,0,Old Rod
Diamond Domain B1F,Clamperl,366,1,1,1,21,25,Deep Sea Tooth,0,Uncommon,1,0,Good Rod
Diamond Domain B1F,Golduck,55,1,1,1,21,25,,0,Common,1,0,Old Rod
Diamond Domain B1F,Magikarp,129,1,1,1,21,25,,0,Common,1,0,Old Rod
Diamond Domain B1F,Psyduck,54,1,1,1,21,25,,0,Common,1,0,Old Rod
Diamond Domain B1F,Seel,86,1,1,1,21,25,Aspear Berry,0,Common,1,0,Old Rod
Diamond Domain B1F,Shellder,90,1,1,1,21,25,,0,Uncommon,1,0,Good Rod
Diamond Domain B1F,Starmie,121,1,1,1,21,25,Star Piece,1,Rare,1,0,Super Rod
Diamond Domain B1F,Staryu,120,1,1,1,21,25,,0,Rare,1,0,Super Rod
Diamond Domain Main Cave,Clamperl,366,1,1,1,22,26,Deep Sea Tooth,0,Uncommon,1,0,Good Rod
Diamond Domain Main Cave,Cryogonal,615,1,1,1,22,26,,0,Rare,1,0,Super Rod
Diamond Domain Main Cave,Dewgong,87,1,1,1,22,26,Aspear Berry,0,Common,1,0,Old Rod
Diamond Domain Main Cave,Golduck,55,1,1,1,22,26,,0,Common,1,0,Old Rod
Diamond Domain Main Cave,Magikarp,129,1,1,1,22,26,,0,Common,1,0,Old Rod
Diamond Domain Main Cave,Seel,86,1,1,1,22,26,Aspear Berry,0,Common,1,0,Old Rod
Diamond Domain Main Cave,Shellder,90,1,1,1,22,26,,0,Uncommon,1,0,Good Rod
Diamond Domain Main Cave,Staryu,120,1,1,1,22,26,,0,Rare,1,0,Super Rod
Diamond Empire Entry,Clamperl,366,1,1,1,22,31,Pearl,0,Uncommon,1,0,Good Rod
Diamond Empire Entry,Feebas,349,1,1,1,22,31,Prism Scale,0,Rare,1,0,Super Rod
Diamond Empire Entry,Magikarp,129,1,1,1,22,31,,0,Common,1,0,Old Rod
Diamond Empire Entry,Octillery,224,1,1,1,22,26,Starf Berry,0,Uncommon,1,0,Good Rod
Diamond Empire Entry,Quagsire,195,1,1,1,22,31,,0,Common,1,0,Old Rod
Diamond Empire Entry,Remoraid,223,1,1,1,22,31,Starf Berry,0,Uncommon,1,0,Good Rod
Diamond Empire Entry,Seadra,117,1,1,1,22,31,Dragon Scale,0,Common,1,0,Old Rod
Diamond Empire Entry,Shellos,422,1,1,1,22,31,,0,Rare,1,0,Super Rod
Diamond Empire Entry,Wooper,194,1,1,1,22,31,,0,Common,1,0,Old Rod
Diamond Empire Pathway Underwater,Carvanha,318,1,1,1,21,25,Deep Sea Tooth,0,Uncommon,0,0,
Diamond Empire Pathway Underwater,Chinchou,170,1,1,1,21,25,Deep Sea Scale,0,Common,0,0,
Diamond Empire Pathway Underwater,Clamperl,366,1,1,1,21,25,Deep Sea Tooth,0,Uncommon,0,0,
Diamond Empire Pathway Underwater,Corsola,222,1,1,1,21,25,,0,Uncommon,0,0,
Diamond Empire Pathway Underwater,Lanturn,171,1,1,1,21,25,,0,Common,0,0,
Diamond Empire Pathway Underwater,Magikarp,129,1,1,1,21,25,,0,Common,0,0,
Diamond Empire Pathway Underwater,Relicanth,369,1,1,1,21,24,,0,Rare,0,0,
Diamond Empire Pathway Underwater,Tentacool,72,1,1,1,21,25,,0,Common,0,0,
Dock Island,Alomomola,594,1,1,1,24,28,,1,Rare,1,0,Super Rod
Dock Island,Corsola,222,1,1,1,35,40,Hard Stone,0,Uncommon,1,0,Good Rod
Dock Island,Lotad,270,1,1,1,35,40,Mental Herb,0,Common,1,0,Old Rod
Dock Island,Magikarp,129,1,1,1,35,40,,0,Common,1,0,Old Rod
Dock Island,Quagsire,195,1,1,1,35,40,,0,Common,1,0,Old Rod
Dock Island,Qwilfish,211,1,1,1,35,36,Poison Barb,0,Uncommon,1,0,Good Rod
Dock Island,Remoraid,223,1,1,1,35,40,Starf Berry,0,Uncommon,1,0,Good Rod
Dock Island,Wooper,194,1,1,1,35,40,,0,Common,1,0,Old Rod
Dragons Den,Corphish,341,1,1,1,50,53,,1,Rare,1,0,Super Rod
Dragons Den,Dratini,147,1,1,1,54,54,,0,Rare,1,0,Super Rod
Dragons Den,Gyarados,130,1,1,1,45,47,,0,Common,1,0,Old Rod
Dragons Den,Horsea,116,1,1,1,50,53,Dragon Scale,0,Common,1,0,Old Rod
Dragons Den,Kingler,99,1,1,1,50,53,,0,Common,1,0,Old Rod
Dragons Den,Quagsire,195,1,1,1,50,53,,0,Common,1,0,Old Rod
Dragons Den,Seadra,117,1,1,1,50,53,Dragon Scale,0,Common,1,0,Old Rod
Dragons Den,Slowbro,80,1,1,1,50,53,King's Rock,0,Common,1,0,Old Rod
Dragons Shrine,Barboach,339,1,1,1,60,64,,0,Uncommon,0,0,
Dragons Shrine,Golbat,42,1,1,1,60,64,,0,Common,0,0,
Dragons Shrine,Horsea,116,1,1,1,60,64,Dragon Scale,0,Common,0,0,
Dragons Shrine,Kingler,99,1,1,1,60,64,,0,Common,0,0,
Dragons Shrine,Magikarp,129,1,1,1,60,64,,0,Common,0,0,
Dragons Shrine,Seadra,117,1,1,1,60,64,,0,Common,0,0,
Dragons Shrine,Skrelp,690,1,1,1,60,64,,1,Rare,0,0,
Dragons Shrine,Swablu,333,1,1,1,31,35,,0,Rare,0,0,
Dragonspiral Tower Exterior,Carvanha,318,1,1,1,21,25,,0,Uncommon,0,0,
Dragonspiral Tower Exterior,Ducklett,580,1,1,1,21,25,,0,Uncommon,0,0,
Dragonspiral Tower Exterior,Frillish,592,1,1,1,21,25,,0,Rare,0,0,
Dragonspiral Tower Exterior,Horsea,116,1,1,1,21,25,Dragon Scale,0,Common,0,0,
Dragonspiral Tower Exterior,Magikarp,129,1,1,1,21,25,,0,Common,0,0,
Dragonspiral Tower Exterior,Marill,183,1,1,1,21,25,,0,Uncommon,0,0,
Dragonspiral Tower Exterior,Oshawott,501,1,1,1,21,25,,0,Rare,0,0,
Dragonspiral Tower Exterior,Panpour,515,1,1,1,21,25,Rindo Berry,0,Uncommon,0,0,
Dragonspiral Tower Exterior,Poliwag,60,1,1,1,21,25,,0,Common,0,0,
Ecruteak City,Golduck,55,1,1,1,15,25,,0,Common,0,0,
Ecruteak City,Magikarp,129,1,1,1,15,25,,0,Common,1,0,Old Rod
Ecruteak City,Poliwag,60,1,1,1,15,25,King's Rock,0,Common,1,0,Old Rod
Ecruteak City,Poliwhirl,61,1,1,1,15,25,King's Rock,0,Common,1,0,Old Rod
Ecruteak City,Psyduck,54,1,1,1,15,25,,0,Common,1,0,Old Rod
Eindoak Waterway,Golduck,55,1,1,1,25,31,,0,Common,0,0,
Eindoak Waterway,Goomy,704,1,1,1,25,31,,0,Rare,0,0,
Eindoak Waterway,Marill,183,1,1,1,25,31,,0,Uncommon,0,0,
Eindoak Waterway,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Eindoak Waterway,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Eindoak Waterway,Staryu,120,1,1,1,25,31,,0,Rare,0,0,
Eindoak Waterway,Tentacool,72,1,1,1,25,31,,0,Common,0,0,
Eindoak Waterway,Tentacruel,73,1,1,1,25,31,,0,Common,0,0,
Eriyadu Town,Carvanha,318,1,1,1,35,39,,0,Uncommon,0,0,
Eriyadu Town,Corsola,222,1,1,1,35,39,Hard Stone,0,Uncommon,0,0,
Eriyadu Town,Frillish,592,1,1,1,35,39,,0,Rare,0,0,
Eriyadu Town,Horsea,116,1,1,1,35,39,Dragon Scale,0,Common,0,0,
Eriyadu Town,Lumineon,457,1,1,1,35,39,,0,Uncommon,0,0,
Eriyadu Town,Luvdisc,370,1,1,1,30,33,,0,Uncommon,0,0,
Eriyadu Town,Seadra,117,1,1,1,35,39,Dragon Scale,0,Common,0,0,
Eriyadu Town,Wingull,278,1,1,1,35,39,,0,Common,0,0,
Eterna City,Barboach,339,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Eterna City,Buizel,418,1,1,1,20,30,,1,Uncommon,0,0,
Eterna City,Golduck,55,1,1,1,20,30,,0,Common,1,0,Super Rod
Eterna City,Gyarados,130,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Eterna City,Magikarp,129,1,1,1,20,30,,0,Common,1,0,Old Rod
Eterna City,Psyduck,54,1,1,1,20,30,,0,Common,1,0,Old Rod
Eterna City,Whiscash,340,1,1,1,20,30,,0,Rare,1,0,Super Rod
Ever Grande City,Corsola,222,1,1,1,25,30,,0,Common,1,0,Old Rod
Ever Grande City,Luvdisc,370,1,1,1,25,30,,0,Uncommon,1,0,Super Rod
Ever Grande City,Magikarp,129,1,1,1,20,25,,1,Common,1,0,Old Rod
Ever Grande City,Tentacool,72,1,1,1,24,29,,0,Common,1,0,Old Rod
Ever Grande City,Tentacruel,73,1,1,1,29,34,,0,Common,1,0,Old Rod
Ever Grande City,Wailmer,320,1,1,1,28,33,,0,Uncommon,1,0,Good Rod
Evergreen Island Frozen Cave,Buizel,418,1,1,1,25,31,Wacan Berry,0,Uncommon,0,0,
Evergreen Island Frozen Cave,Golduck,55,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Frozen Cave,Lapras,131,1,1,1,25,26,,0,Rare,0,0,
Evergreen Island Frozen Cave,Seel,86,1,1,1,25,31,Aspear Berry,0,Common,0,0,
Evergreen Island Frozen Cave,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Frozen Cave,Squirtle,7,1,1,1,25,31,,0,Rare,0,0,
Evergreen Island Frozen Cave,Tentacool,72,1,1,1,25,31,Poison Barb,0,Common,0,0,
Evergreen Island Frozen Cave,Wailmer,320,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Frozen Path,Buizel,418,1,1,1,25,31,Wacan Berry,0,Uncommon,0,0,
Evergreen Island Frozen Path,Corphish,341,1,1,1,25,31,Mystic Water,0,Rare,0,0,
Evergreen Island Frozen Path,Golbat,42,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Frozen Path,Magikarp,129,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Frozen Path,Marill,183,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Frozen Path,Mudkip,258,1,1,1,25,31,,0,Rare,0,0,
Evergreen Island Frozen Path,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Frozen Path,Remoraid,223,1,1,1,25,31,Starf Berry,0,Uncommon,0,0,
Evergreen Island Valley,Buizel,418,1,1,1,25,31,Wacan Berry,0,Uncommon,0,0,
Evergreen Island Valley,Corsola,222,1,1,1,25,31,Hard Stone,0,Uncommon,0,0,
Evergreen Island Valley,Dratini,147,1,1,1,20,22,Dragon Scale,0,Rare,0,0,
Evergreen Island Valley,Magikarp,129,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Valley,Marill,183,1,1,1,25,31,,0,Uncommon,0,0,
Evergreen Island Valley,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Evergreen Island Valley,Swablu,333,1,1,1,20,22,Persim Berry,0,Rare,0,0,
Evergreen Island Valley,Wooper,194,1,1,1,25,31,,0,Common,0,0,
Evergreen Waterway,Golduck,55,1,1,1,25,31,,0,Common,1,0,Old Rod
Evergreen Waterway,Psyduck,54,1,1,1,25,31,,0,Common,1,0,Old Rod
Evergreen Waterway,Tentacool,72,1,1,1,25,31,,0,Common,1,0,Old Rod
Evergreen Waterway,Tentacruel,73,1,1,1,25,31,,0,Common,1,0,Old Rod
Festival Town,Chinchou,170,1,1,1,24,30,Apicot Berry,0,Common,0,0,
Festival Town,Gyarados,130,1,1,1,24,30,,0,Common,0,0,
Festival Town,Magikarp,129,1,1,1,24,30,,0,Common,0,0,
Festival Town,Marill,183,1,1,1,24,30,,0,Uncommon,0,0,
Festival Town,Mudkip,258,1,1,1,20,23,,0,Rare,0,0,
Festival Town,Slowking,199,1,1,1,24,30,King's Rock,0,Uncommon,0,0,
Festival Town,Spheal,363,1,1,1,24,30,,0,Uncommon,0,0,
Festival Town,Totodile,158,1,1,1,24,30,,0,Rare,0,0,
Fire Island,Corphish,341,1,1,1,15,19,Mystic Water,0,Rare,1,0,Super Rod
Fire Island,Finneon,456,1,1,1,25,30,Rindo Berry,0,Uncommon,1,0,Good Rod
Fire Island,Horsea,116,1,1,1,25,30,Dragon Scale,0,Common,1,0,Old Rod
Fire Island,Krabby,98,1,1,1,25,30,,0,Common,1,0,Old Rod
Fire Island,Marill,183,1,1,1,25,30,,0,Uncommon,1,0,Good Rod
Fire Island,Panpour,515,1,1,1,25,30,Rindo Berry,0,Uncommon,1,0,Good Rod
Fire Island,Remoraid,223,1,1,1,25,30,Starf Berry,0,Uncommon,1,0,Good Rod
Fire Island,Tentacruel,73,1,1,1,25,30,Poison Barb,0,Common,1,0,Old Rod
Fire Island Seaway,Corsola,222,1,1,1,25,29,Hard Stone,0,Uncommon,1,0,Good Rod
Fire Island Seaway,Ducklett,580,1,1,1,25,29,,0,Uncommon,1,0,Good Rod
Fire Island Seaway,Frillish,592,1,1,1,25,29,,0,Rare,1,0,Super Rod
Fire Island Seaway,Lotad,270,1,1,1,25,29,Mental Herb,0,Common,1,0,Old Rod
Fire Island Seaway,Mantyke,458,1,1,1,25,29,,0,Uncommon,1,0,Good Rod
Fire Island Seaway,Poliwag,60,1,1,1,25,29,King's Rock,0,Common,1,0,Old Rod
Fire Island Seaway,Slowpoke,79,1,1,1,25,29,Lagging Tail,0,Common,1,0,Old Rod
Five Island,Hoppip,187,1,1,0,15,19,,0,Common,1,0,Old Rod
Five Island,Horsea,116,1,1,1,16,20,Dragon Scale,0,Common,1,0,Good Rod
Five Island,Krabby,98,1,1,1,15,19,,0,Common,1,0,Old Rod
Five Island,Magikarp,129,1,1,1,16,20,,0,Common,1,1,Old Rod
Five Island,Psyduck,54,1,1,1,16,20,,0,Common,1,0,Good Rod
Five Island,Shellder,90,1,1,1,16,20,Big Pearl,0,Uncommon,0,0,
Five Island,Slowpoke,79,1,1,1,16,20,,0,Common,1,0,Good Rod
Five Island,Staryu,120,0,0,1,16,20,,0,Uncommon,1,1,Super Rod
Five Island,Tentacool,72,1,1,1,16,20,,0,Common,1,0,Old Rod
Five Island,Tentacruel,73,1,1,1,33,37,,0,Common,1,0,Super Rod
Five Isle Meadow,Hoppip,187,0,1,0,15,19,,0,Common,1,0,Good Rod
Five Isle Meadow,Horsea,116,1,1,1,16,20,Dragon Scale,0,Common,1,0,Good Rod
Five Isle Meadow,Krabby,98,1,1,1,16,20,,0,Common,1,0,Old Rod
Five Isle Meadow,Magikarp,129,1,1,1,16,20,,0,Common,1,1,Old Rod
Five Isle Meadow,Tentacool,72,1,1,1,15,19,,0,Common,1,0,Old Rod
Five Isle Meadow,Tentacruel,73,0,1,0,33,37,,0,Common,1,0,Super Rod
Four Island,Chinchou,170,1,1,1,5,35,Deep Sea Scale,0,Common,1,1,Good Rod
Four Island,Corsola,222,1,1,0,5,35,,0,Uncommon,1,0,Good Rod
Four Island,Goldeen,118,1,1,1,5,35,,0,Common,1,0,Good Rod
Four Island,Golduck,55,1,1,1,5,35,,0,Common,1,0,Super Rod
Four Island,Gyarados,130,1,1,1,5,35,,0,Uncommon,1,0,Super Rod
Four Island,Lotad,270,1,1,1,5,35,,1,Uncommon,1,0,Super Rod
Four Island,Magikarp,129,1,1,1,5,35,,0,Common,1,1,Old Rod
Four Island,Marill,183,1,1,1,5,35,,0,Uncommon,1,0,Super Rod
Four Island,Poliwag,60,0,0,1,5,35,King's Rock,0,Common,1,0,Good Rod
Four Island,Psyduck,54,1,1,1,5,35,,0,Common,1,0,Old Rod
Four Island,Surskit,283,1,1,1,5,35,,0,Uncommon,1,0,Super Rod
Four Island,Tentacool,72,1,1,1,5,35,,0,Common,1,0,Old Rod
Four Island,Tentacruel,73,1,1,1,5,35,,0,Uncommon,1,0,Super Rod
Four Island,Wingull,278,1,1,1,5,35,,0,Uncommon,0,0,
Four Island,Wooper,194,1,1,1,5,35,,0,Common,0,0,
Frozen Cave,Dewgong,87,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Golduck,55,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Horsea,116,1,1,1,20,25,Dragon Scale,0,Common,1,0,Old Rod
Frozen Cave,Krabby,98,1,1,1,20,25,,0,Common,1,0,Old Rod
Frozen Cave,Lapras,131,1,1,1,20,25,,1,Rare,0,0,
Frozen Cave,Magikarp,129,1,1,1,20,25,,0,Common,1,0,Old Rod
Frozen Cave,Poliwag,60,0,0,1,20,25,King's Rock,0,Common,1,0,Old Rod
Frozen Cave,Psyduck,54,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Quagsire,195,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Seadra,117,1,1,1,20,25,,0,Uncommon,1,0,Old Rod
Frozen Cave,Seel,86,1,1,1,20,24,,0,Common,0,0,
Frozen Cave,Spheal,363,1,1,1,20,25,,0,Uncommon,1,0,Super Rod
Frozen Cave B2F,Buizel,418,1,1,1,25,31,Wacan Berry,0,Uncommon,0,0,
Frozen Cave B2F,Lapras,131,1,1,1,25,26,,0,Rare,0,0,
Frozen Cave B2F,Psyduck,54,1,1,1,25,31,,0,Common,0,0,
Frozen Cave B2F,Seadra,117,1,1,1,25,31,Dragon Scale,0,Common,0,0,
Frozen Cave B2F,Slowking,199,1,1,1,25,31,King's Rock,0,Uncommon,0,0,
Frozen Cave B2F,Spheal,363,1,1,1,25,31,,0,Uncommon,0,0,
Frozen Cave B2F,Tentacool,72,1,1,1,25,31,Poison Barb,0,Common,0,0,
Frozen Cave B2F,Vaporeon,134,1,1,1,25,31,Water Stone,0,Rare,0,0,
Fuchsia City,Goldeen,118,1,1,1,10,15,,0,Common,1,0,Old Rod
Fuchsia City,Magikarp,129,1,1,1,10,15,,0,Common,1,0,Old Rod
Fuchsia City,Politoed,186,1,1,1,20,20,King's Rock,1,Uncommon,1,0,Good Rod
Fuchsia City,Poliwag,60,1,1,1,10,15,King's Rock,0,Common,1,0,Old Rod
Fuchsia City,Poliwhirl,61,1,1,1,15,20,King's Rock,0,Common,1,0,Old Rod
Fuchsia City,Psyduck,54,1,1,1,10,15,,0,Common,1,0,Old Rod
Fuego Ironworks,Finneon,456,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Fuego Ironworks,Gastrodon,423,1,1,1,20,32,,0,Rare,0,0,
Fuego Ironworks,Gyarados,130,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Fuego Ironworks,Magikarp,129,1,1,1,20,32,,0,Common,1,0,Old Rod
Fuego Ironworks,Pelipper,279,1,1,1,20,32,,0,Uncommon,0,0,
Fuego Ironworks,Shellder,90,1,1,1,20,32,,0,Uncommon,1,0,Super Rod
Fuego Ironworks,Shellos,422,1,1,1,20,32,,0,Rare,0,0,
Fuego Ironworks,Tentacruel,73,1,1,1,20,32,,0,Uncommon,1,0,Old Rod
Fuego Ironworks,Wingull,278,1,1,1,20,32,,0,Common,0,0,
Galeras Island East,Chinchou,170,1,1,1,27,33,Deep Sea Scale,0,Common,1,0,Old Rod
Galeras Island South,Basculin,550,1,1,1,25,31,,0,Rare,1,0,Super Rod
Galeras Island South,Corsola,222,1,1,1,25,31,,0,Uncommon,0,0,
Galeras Island South,Finneon,456,1,1,1,25,31,,0,Uncommon,1,0,Good Rod
Galeras Island South,Golduck,55,1,1,1,25,31,,0,Common,1,0,Good Rod
Galeras Island South,Psyduck,54,1,1,1,25,31,,0,Common,1,0,Old Rod
Galeras Island South,Tentacool,72,1,1,1,25,31,,0,Common,1,0,Old Rod
Galeras Island South,Tentacruel,73,1,1,1,25,31,,0,Common,1,0,Good Rod
Ghoul Swamp,Croagunk,453,1,1,1,15,19,Black Sludge,0,Rare,0,0,
Ghoul Swamp,Gyarados,130,1,1,1,25,30,,0,Common,0,0,
Ghoul Swamp,Haunter,93,1,1,1,19,19,Spell Tag,0,Common,0,0,
Ghoul Swamp,Magikarp,129,1,1,1,25,30,,0,Common,0,0,
Ghoul Swamp,Marill,183,1,1,1,25,30,,0,Uncommon,0,0,
Ghoul Swamp,Oshawott,501,1,1,1,15,19,,0,Rare,0,0,
Ghoul Swamp,Slowking,199,1,1,1,25,30,King's Rock,0,Uncommon,0,0,
Ghoul Swamp,Spheal,363,1,1,1,25,30,,0,Uncommon,0,0,
Green Path,Horsea,116,1,1,1,12,20,Dragon Scale,0,Common,1,0,Old Rod
Green Path,Kingler,99,1,1,1,16,31,,0,Common,1,0,Good Rod
Green Path,Krabby,98,1,1,1,12,27,,0,Common,1,0,Old Rod
Green Path,Lapras,131,1,1,1,15,30,,0,Rare,1,0,Super Rod
Green Path,Magikarp,129,1,1,1,12,20,,0,Common,1,1,Old Rod
Green Path,Psyduck,54,0,0,1,12,27,,0,Common,1,0,Old Rod
Green Path,Qwilfish,211,1,0,1,12,27,,0,Uncommon,1,1,Super Rod
Green Path,Slowpoke,79,1,1,1,12,27,,0,Common,1,0,Old Rod
Green Path,Tentacruel,73,1,1,1,35,50,,0,Common,1,0,Super Rod
Guild Island,Froakie,656,1,1,1,25,30,,0,Rare,0,0,
Guild Island,Gyarados,130,1,1,1,25,30,,0,Common,0,0,
Guild Island,Magikarp,129,1,1,1,25,30,,0,Common,0,0,
Guild Island,Marill,183,1,1,1,25,30,,0,Uncommon,0,0,
Guild Island,Slowking,199,1,1,1,25,30,King's Rock,0,Uncommon,0,0,
Guild Island,Squirtle,7,1,1,1,25,30,,0,Rare,0,0,
Guild Island,Tentacool,72,1,1,1,25,30,Poison Barb,0,Common,0,0,
Guild Island,Tentacruel,73,1,1,1,25,30,Poison Barb,0,Common,0,0,
Haunted Cave,Gastly,92,1,1,1,15,19,,0,Common,0,0,
Haunted Cave,Marill,183,1,1,1,25,30,,0,Uncommon,0,0,
Haunted Cave,Noibat,714,1,1,1,15,19,,0,Rare,0,0,
Haunted Cave,Piplup,393,1,1,1,15,19,,0,Rare,0,0,
Haunted Cave,Slowking,199,1,1,1,25,30,King's Rock,0,Uncommon,0,0,
Haunted Cave,Spheal,363,1,1,1,25,30,,0,Uncommon,0,0,
Haunted Cave,Tentacool,72,1,1,1,25,30,Poison Barb,0,Common,0,0,
Haunted Cave,Tentacruel,73,1,1,1,25,30,Poison Barb,0,Common,0,0,
High Tide Entrance Room,Golbat,42,1,1,1,30,38,,0,Common,0,0,
High Tide Entrance Room,Magikarp,129,1,1,1,30,38,,0,Common,1,1,Old Rod
High Tide Entrance Room,Noibat,714,0,0,1,30,38,,1,Rare,0,0,
High Tide Entrance Room,Piplup,393,1,1,0,30,38,,0,Rare,0,0,
High Tide Entrance Room,Tentacool,72,1,1,1,30,38,,0,Common,1,0,Old Rod
High Tide Entrance Room,Tentacruel,73,1,1,1,30,38,,0,Common,0,0,
High Tide Entrance Room,Wailmer,320,1,1,1,30,38,,0,Uncommon,1,1,Super Rod
Hoenn Festival,Carvanha,318,1,1,1,30,34,Deep Sea Tooth,0,Uncommon,0,0,
Hoenn Festival,Clamperl,366,1,1,1,30,34,Pearl,0,Uncommon,0,0,
Hoenn Festival,Feebas,349,1,1,1,30,34,Prism Scale,0,Rare,0,0,
Hoenn Festival,Luvdisc,370,1,1,1,30,33,,0,Uncommon,0,0,
Hoenn Festival,Magikarp,129,1,1,1,30,34,,0,Common,0,0,
Hoenn Festival,Mudkip,258,1,1,1,30,34,,0,Rare,0,0,
Hoenn Festival,Pelipper,279,1,1,1,30,34,,0,Common,0,0,
Hoenn Festival,Wailmer,320,1,1,1,30,34,Mystic Water,0,Uncommon,0,0,
Hoenn Festival,Wingull,278,1,1,1,30,34,,0,Common,0,0,
Hoenn Safari Zone Area 2,Barboach,339,1,1,1,28,32,,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 2,Clamperl,366,1,1,1,28,32,Pearl,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 2,Feebas,349,1,1,1,28,32,Prism Scale,0,Rare,1,0,Super Rod
Hoenn Safari Zone Area 2,Frillish,592,1,1,1,28,32,,1,Rare,1,0,Super Rod
Hoenn Safari Zone Area 2,Goldeen,118,1,1,1,28,32,,0,Common,1,0,Old Rod
Hoenn Safari Zone Area 2,Lombre,271,1,1,1,28,32,Mental Herb,0,Common,1,0,Good Rod
Hoenn Safari Zone Area 2,Lotad,270,1,1,1,28,32,Mental Herb,0,Common,1,0,Good Rod
Hoenn Safari Zone Area 2,Seaking,119,1,1,1,28,32,,0,Common,1,0,Good Rod
Hoenn Safari Zone Area 3,Barboach,339,1,1,1,28,32,,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 3,Clamperl,366,1,1,1,28,32,Pearl,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 3,Lotad,270,1,1,1,28,32,Mental Herb,0,Common,0,0,
Hoenn Safari Zone Area 3,Magikarp,129,1,1,1,28,32,,0,Common,1,0,Old Rod
Hoenn Safari Zone Area 3,Poliwag,60,1,1,1,28,32,,0,Common,1,0,Old Rod
Hoenn Safari Zone Area 3,Poliwhirl,61,1,1,1,28,32,King's Rock,0,Common,1,0,Good Rod
Hoenn Safari Zone Area 3,Swablu,333,1,1,1,16,20,,0,Rare,0,0,
Hoenn Safari Zone Area 3,Tympole,535,1,1,1,28,32,Persim Berry,1,Rare,1,0,Super Rod
Hoenn Safari Zone Area 5,Azurill,298,1,1,0,28,32,,0,Rare,0,0,
Hoenn Safari Zone Area 5,Carvanha,318,0,0,1,28,32,Deep Sea Tooth,0,Uncommon,1,0,Super Rod
Hoenn Safari Zone Area 5,Luvdisc,370,1,1,1,28,32,,0,Uncommon,1,0,Good Rod
Hoenn Safari Zone Area 5,Mudkip,258,1,1,1,10,14,,0,Rare,0,0,
Hoenn Safari Zone Area 5,Octillery,224,1,1,1,28,32,Starf Berry,0,Uncommon,1,0,Super Rod
Hoenn Safari Zone Area 5,Pelipper,279,1,1,1,28,32,,0,Common,0,0,
Hoenn Safari Zone Area 5,Quagsire,195,1,1,1,28,32,,0,Common,1,0,Old Rod
Hoenn Safari Zone Area 5,Wailmer,320,1,1,1,28,32,,0,Uncommon,1,0,Super Rod
Hoenn Safari Zone Area 5,Wingull,278,1,1,1,28,32,,0,Common,0,0,
Hoenn Safari Zone Area 5,Wooper,194,1,1,1,28,32,,0,Common,1,0,Old Rod
Ice Island,Bergmite,712,1,1,1,15,19,,0,Rare,0,0,
Ice Island,Corsola,222,1,1,1,15,19,Hard Stone,0,Uncommon,0,0,
Ice Island,Dewgong,87,1,1,1,20,25,Aspear Berry,0,Common,0,0,
Ice Island,Gyarados,130,1,1,1,20,25,,0,Common,0,0,
Ice Island,Qwilfish,211,1,1,1,15,19,Poison Barb,0,Uncommon,0,0,
Ice Island,Seel,86,1,1,1,20,25,Aspear Berry,0,Common,0,0,
Ice Island,Slowking,199,1,1,1,15,19,King's Rock,0,Uncommon,0,0,
Ice Island Frozen,Bergmite,712,1,1,1,15,19,,0,Rare,0,0,
